,created at,Usuario,Tweet,Lugar,rtCount,pre-tweet,clean_tweet,FechaFormato
756,Fri Feb 19 02:29:52 +0000 2021,René Pazmiño O.,"Esta película no es real, los nombres de los personajes han sido cambiados para proteger a los delincuentes correis… https://t.co/mFTD1rFfNi","{'id': '0177bc687a9ac697', 'url': 'https://api.twitter.com/1.1/geo/id/0177bc687a9ac697.json', 'place_type': 'city', 'name': 'Quito', 'full_name': 'Quito, Ecuador', 'country_code': 'EC', 'country': 'Ecuador', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-78.948465999276, -0.5886180004696481], [-78.1648970044175, -0.5886180004696481], [-78.1648970044175, 0.25547699945887903], [-78.948465999276, 0.25547699945887903]]]}, 'attributes': {}}",0,"película real, nombres personajes sido cambiados proteger delincuentes correis…",película real  nombres personajes sido cambiados proteger delincuentes correis ,Feb-19
757,Fri Feb 19 02:28:30 +0000 2021,Catarnica 😷💙,"Aquí... armando en casa el plan de migración 🥺

#YoNoVotoPorOportunistas 
#LassoPresidente2021 
#SocialismoEsMiseria",,0,aquí armando casa plan migración 🥺 #yonovotoporoportunistas #lassopresidente2021 #socialismoesmiseria,aquí armando casa plan migración    yonovotoporoportunistas  lassopresidente2021  socialismoesmiseria,Feb-19
758,Fri Feb 19 02:26:47 +0000 2021,Depurador De Borregos,@GuidoWebster @CesarMongeO @CREOEcuador @LassoGuillermo #LassoPresidente2021 https://t.co/gBkP2fdz8m,,0,@guidowebster @cesarmongeo @creoecuador @lassoguillermo #lassopresidente2021, guidowebster  cesarmongeo  creoecuador  lassoguillermo  lassopresidente2021,Feb-19
759,Fri Feb 19 02:06:53 +0000 2021,ᴛoLO 🇪🇨,@CarboYoyi @navita1939 #LassoPresidente2021,,0,@carboyoyi @navita1939 #lassopresidente2021, carboyoyi  navita1939  lassopresidente2021,Feb-19
760,Fri Feb 19 01:58:23 +0000 2021,🚀,"Lo creo. Si raptaron y golpearon a policías en octubre 2019, a los de su misma etnia los deben tratar igual.… https://t.co/R0Zr6wAjsf",,1,"creo si raptaron golpearon policías octubre 2019, misma etnia deben tratar igual…",creo si raptaron golpearon policías octubre 2019  misma etnia deben tratar igual ,Feb-19
761,Fri Feb 19 01:29:54 +0000 2021,Cisabel MS🛍️📲💻🛒,RT @fragafriega1: Buenaaaaas que todos los días podamos sumar a favor de no volver al correato! #LassoPresidente2021,,7,rt @fragafriega1 buenaaaaas días podamos sumar favor volver correato #lassopresidente2021,rt  fragafriega1 buenaaaaas días podamos sumar favor volver correato  lassopresidente2021,Feb-19
762,Fri Feb 19 01:26:01 +0000 2021,Guido Moreira #No+CorruptosEnEcuador #FirmeyDigno,#FirmesyDignos #YoConLassoHastaElFinal @LassoGuillermo #LassoPresidente2021… https://t.co/cB0tHw5ODM,,0,#firmesydignos #yoconlassohastaelfinal @lassoguillermo #lassopresidente2021…, firmesydignos  yoconlassohastaelfinal  lassoguillermo  lassopresidente2021 ,Feb-19
763,Fri Feb 19 01:25:08 +0000 2021,Milena Velástegüi Auz,"Como no quisiera importar a la presidenta de Nueva Zelanda ... pero fue su gente quien la eligió 
Una persona tranq… https://t.co/KaI4DPJGjE",,0,quisiera importar presidenta nueva zelanda gente eligió persona tranq…,quisiera importar presidenta nueva zelanda gente eligió persona tranq ,Feb-19
764,Fri Feb 19 00:52:11 +0000 2021,Guido Moreira #No+CorruptosEnEcuador #FirmeyDigno,@LassoGuillermo #LassoPresidente2021 #UneteEcuador https://t.co/2t58PGuETf,,1,@lassoguillermo #lassopresidente2021 #uneteecuador, lassoguillermo  lassopresidente2021  uneteecuador,Feb-19
765,Fri Feb 19 00:47:12 +0000 2021,J  Andino,@LassoGuillermo #LassoPresidente2021 https://t.co/OSnu900s6k,,0,@lassoguillermo #lassopresidente2021, lassoguillermo  lassopresidente2021,Feb-19
766,Fri Feb 19 00:18:10 +0000 2021,Guido Moreira #No+CorruptosEnEcuador #FirmeyDigno,"@jotazeta69 @justicevera26 EXACTO; pero es la sumatoria porcentual de actas computadas 39982 unidades (99,99%); más… https://t.co/BeckOdH5sX",,3,"@jotazeta69 @justicevera26 exacto sumatoria porcentual actas computadas 39982 unidades (99,99% más…", jotazeta69  justicevera26 exacto sumatoria porcentual actas computadas 39982 unidades  99 99  más ,Feb-19
767,Fri Feb 19 00:06:14 +0000 2021,Bobijuan,@juanflores18 @CREOEcuador @cnegobec @LassoGuillermo @jovenesCREO @Nathie_Arias @guido_chiriboga @aiarconsalvador… https://t.co/wCHlL3ak54,,0,@juanflores18 @creoecuador @cnegobec @lassoguillermo @jovenescreo @nathie_arias @guido_chiriboga @aiarconsalvador…, juanflores18  creoecuador  cnegobec  lassoguillermo  jovenescreo  nathie arias  guido chiriboga  aiarconsalvador ,Feb-19
768,Thu Feb 18 23:56:15 +0000 2021,@narcymaya2,"Y bueno AHI también DEMUESTRA que a Gullermo Lasso TAMBIÉN le ""estaban cocinando fraude "", no cree?
RECUENTO:
Carlo… https://t.co/5oFkArnO1u","{'id': '009924a469d7ace1', 'url': 'https://api.twitter.com/1.1/geo/id/009924a469d7ace1.json', 'place_type': 'city', 'name': 'Guayaquil', 'full_name': 'Guayaquil, Ecuador', 'country_code': 'EC', 'country': 'Ecuador', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-80.4676050033072, -3.06371600046572], [-79.7147810026682, -3.06371600046572], [-79.7147810026682, -1.96227400010509], [-80.4676050033072, -1.96227400010509]]]}, 'attributes': {}}",12,"bueno ahi demuestra gullermo lasso ""estaban cocinando fraude "", cree? recuento carlo…",bueno ahi demuestra gullermo lasso  estaban cocinando fraude    cree  recuento carlo ,Feb-18
769,Thu Feb 18 23:54:17 +0000 2021,Bobijuan,"@LassoGuillermo Estamos apoyándolo siempre.
#LassoPresidente2021 por #ElEcuadorDelEncuentro 💪💪💪💪",,0,@lassoguillermo apoyándolo siempre #lassopresidente2021 #elecuadordelencuentro 💪💪💪💪, lassoguillermo apoyándolo siempre  lassopresidente2021  elecuadordelencuentro     ,Feb-18
770,Thu Feb 18 23:49:04 +0000 2021,Mariella Ibáñez,"RT @juanflores18: Iniciamos desde el Centro de Procesamiento Electoral (CPE) habilitado para el exterior 🌎, la apertura de 5 de las 7 actas…",,19,"rt @juanflores18 iniciamos centro procesamiento electoral (cpe habilitado exterior 🌎, apertura 5 7 actas…",rt  juanflores18 iniciamos centro procesamiento electoral  cpe habilitado exterior    apertura 5 7 actas ,Feb-18
771,Thu Feb 18 22:50:54 +0000 2021,Guido Moreira #No+CorruptosEnEcuador #FirmeyDigno,#YoConLassoHastaElFinal #FirmesyDignos Bueno #LassoPresidente2021 corte 17:44 horas 17 de Febrero del 2021 Datos de… https://t.co/7noonVwH1m,,0,#yoconlassohastaelfinal #firmesydignos bueno #lassopresidente2021 corte 1744 horas 17 febrero 2021 datos de…, yoconlassohastaelfinal  firmesydignos bueno  lassopresidente2021 corte 1744 horas 17 febrero 2021 datos de ,Feb-18
772,Thu Feb 18 22:08:24 +0000 2021,Gaby Villarreal,"Que pésimo me ha caido @yakuperezg en estos últimos días, es el Vargas del 2019: queriendo imponer todo en base a a… https://t.co/lGzBhq9JKP",,1,"pésimo caido @yakuperezg últimos días, vargas 2019 queriendo imponer base a…",pésimo caido  yakuperezg últimos días  vargas 2019 queriendo imponer base a ,Feb-18
773,Thu Feb 18 21:29:51 +0000 2021,Carmelina Santos V,"#LassoPresidente2021
#CapacidadParaCambiar
#EcuadorConLasso https://t.co/mnv2D5yqZy",,0,#lassopresidente2021 #capacidadparacambiar #ecuadorconlasso, lassopresidente2021  capacidadparacambiar  ecuadorconlasso,Feb-18
774,Thu Feb 18 20:50:57 +0000 2021,César Monge Ortega,Desde @CREOEcuador estamos trabajando ya para una segunda vuelta con @LassoGuillermo. Una segunda vuelta que implic… https://t.co/pQHCNqmWwh,,75,@creoecuador trabajando segunda vuelta @lassoguillermo segunda vuelta implic…, creoecuador trabajando segunda vuelta  lassoguillermo segunda vuelta implic ,Feb-18
775,Thu Feb 18 20:44:33 +0000 2021,Movimiento CREO Ecuador,"Iniciamos desde el Centro de Procesamiento Electoral (CPE) habilitado para el exterior, la apertura de 5 de las 7 a… https://t.co/ss39rprRG0",,17,"iniciamos centro procesamiento electoral (cpe habilitado exterior, apertura 5 7 a…",iniciamos centro procesamiento electoral  cpe habilitado exterior  apertura 5 7 a ,Feb-18
776,Thu Feb 18 20:38:53 +0000 2021,CREO Panamá,@juanflores18 @cnegobec Desde Panamá estamos junto a nuestro Asambleísta del cambio listos para trabajar en la segu… https://t.co/wEWTB8xNLU,,3,@juanflores18 @cnegobec panamá junto asambleísta cambio listos trabajar segu…, juanflores18  cnegobec panamá junto asambleísta cambio listos trabajar segu ,Feb-18
777,Thu Feb 18 20:32:04 +0000 2021,anna garcia,"@juanflores18 @cnegobec Excelente Juan Fernando
El CAMBIO viene y nada lo detiene
Unidos Empieza el cambio… https://t.co/8vAdsxyGiu",,0,@juanflores18 @cnegobec excelente juan fernando cambio viene detiene unidos empieza cambio…, juanflores18  cnegobec excelente juan fernando cambio viene detiene unidos empieza cambio ,Feb-18
778,Thu Feb 18 20:26:33 +0000 2021,Paul Paredes,"RT @andre_romo: En el barrio Twitter se respira derrota. Por acá el equipo está listo, creando y repensando la campaña. Vamos por la segund…",,170,"rt @andre_romo barrio twitter respira derrota acá equipo listo, creando repensando campaña vamos segund…",rt  andre romo barrio twitter respira derrota acá equipo listo  creando repensando campaña vamos segund ,Feb-18
779,Thu Feb 18 20:22:24 +0000 2021,alberto rojas 💚👮‍♂️,"@JoseCar26722274 @LassoGuillermo, Presidente.
#LassoPresidente2021",,0,"@josecar26722274 @lassoguillermo, presidente #lassopresidente2021", josecar26722274  lassoguillermo  presidente  lassopresidente2021,Feb-18
780,Thu Feb 18 20:04:05 +0000 2021,Juan Fernando Flores,"Iniciamos desde el Centro de Procesamiento Electoral (CPE) habilitado para el exterior 🌎, la apertura de 5 de las 7… https://t.co/7utTTeDrpH",,19,"iniciamos centro procesamiento electoral (cpe habilitado exterior 🌎, apertura 5 7…",iniciamos centro procesamiento electoral  cpe habilitado exterior    apertura 5 7 ,Feb-18
781,Thu Feb 18 19:04:24 +0000 2021,@Aineonline,"Alianzas políticas de cara a la segunda, así como el llamado a la movilización indígena debido a los resultados ele… https://t.co/ZFc8w23cE7",,0,"alianzas políticas cara segunda, así llamado movilización indígena debido resultados ele…",alianzas políticas cara segunda  así llamado movilización indígena debido resultados ele ,Feb-18
782,Thu Feb 18 18:33:58 +0000 2021,Matt Joshep,"RT @ArellaProano: @MLAlcivar @Mathews54163026 Claro que se puede
#LassoPresidente2021",,1,rt @arellaproano @mlalcivar @mathews54163026 claro puede #lassopresidente2021,rt  arellaproano  mlalcivar  mathews54163026 claro puede  lassopresidente2021,Feb-18
783,Thu Feb 18 18:30:15 +0000 2021,Monica,"@MLAlcivar @Mathews54163026 Claro que se puede
#LassoPresidente2021",,1,@mlalcivar @mathews54163026 claro puede #lassopresidente2021, mlalcivar  mathews54163026 claro puede  lassopresidente2021,Feb-18
784,Thu Feb 18 18:23:29 +0000 2021,Leonor Lima C,RT @moxiza: @hcastanierj @yakuperezg @LassoGuillermo @LassoSX @CesarMongeO @VamosGuillermo @SiCreo21 @BloqueCREO21 @CREOEcuador Y hay que e…,,3,rt @moxiza @hcastanierj @yakuperezg @lassoguillermo @lassosx @cesarmongeo @vamosguillermo @sicreo21 @bloquecreo21 @creoecuador e…,rt  moxiza  hcastanierj  yakuperezg  lassoguillermo  lassosx  cesarmongeo  vamosguillermo  sicreo21  bloquecreo21  creoecuador e ,Feb-18
785,Thu Feb 18 18:22:21 +0000 2021,luis Alfredo Betancourt,RT @PatiDBlacio: La mayoría de ecuatorianos queremos garantías para trabajar y progresar y nos vamos a dejar de quienes solo buscan garantí…,,29,rt @patidblacio mayoría ecuatorianos queremos garantías trabajar progresar vamos dejar solo buscan garantí…,rt  patidblacio mayoría ecuatorianos queremos garantías trabajar progresar vamos dejar solo buscan garantí ,Feb-18
786,Thu Feb 18 17:50:32 +0000 2021,Ronald,"El plan de gobierno se los iré presentando de a poco en la cuenta de memes oficial de #CREO, una propuesta al día,… https://t.co/Xk0kcKqfgO",,0,"plan gobierno iré presentando cuenta memes oficial #creo, propuesta día,…",plan gobierno iré presentando cuenta memes oficial  creo  propuesta día  ,Feb-18
787,Thu Feb 18 17:36:26 +0000 2021,🚀,"@teleamazonasec A reclamar al páramo! #LuluTiban @lourdestiban1 

#LassoPresidente2021",,0,@teleamazonasec reclamar páramo #lulutiban @lourdestiban1 #lassopresidente2021, teleamazonasec reclamar páramo  lulutiban  lourdestiban1  lassopresidente2021,Feb-18
788,Thu Feb 18 17:32:45 +0000 2021,TekkaMan_Blade,"@TSongForZula Ni tanto. El techo (sin tanto fraude) de Arauz es 35-36%. Si un 75% del 65% restante no son suicidas,… https://t.co/a65N9vBEVp",,0,"@tsongforzula techo (sin fraude arauz 3536% si 75% 65% restante suicidas,…", tsongforzula techo  sin fraude arauz 3536  si 75  65  restante suicidas  ,Feb-18
789,Thu Feb 18 17:22:42 +0000 2021,LUISMI,"@bonilcaricatura Yaku cada día hace más el ridículo, seguimos igual en el camino de la unidad con o sin el #LassoPresidente2021",,0,"@bonilcaricatura yaku cada día hace ridículo, seguimos igual camino unidad #lassopresidente2021", bonilcaricatura yaku cada día hace ridículo  seguimos igual camino unidad  lassopresidente2021,Feb-18
790,Thu Feb 18 16:56:42 +0000 2021,fragafriega,Buenaaaaas que todos los días podamos sumar a favor de no volver al correato! #LassoPresidente2021,,7,buenaaaaas días podamos sumar favor volver correato #lassopresidente2021,buenaaaaas días podamos sumar favor volver correato  lassopresidente2021,Feb-18
791,Thu Feb 18 16:56:36 +0000 2021,MONCAYO&ASESORES,#LassoPresidente2021 https://t.co/v1Flj6DXTQ,,0,#lassopresidente2021, lassopresidente2021,Feb-18
792,Thu Feb 18 16:41:50 +0000 2021,Cuquita Leon,"RT @aro_rojas: @CuquitaLeon @LassoGuillermo, Presidente.
#LassoPresidente2021.",,1,"rt @aro_rojas @cuquitaleon @lassoguillermo, presidente #lassopresidente2021",rt  aro rojas  cuquitaleon  lassoguillermo  presidente  lassopresidente2021,Feb-18
793,Thu Feb 18 16:41:27 +0000 2021,alberto rojas 💚👮‍♂️,"@CuquitaLeon @LassoGuillermo, Presidente.
#LassoPresidente2021.",,1,"@cuquitaleon @lassoguillermo, presidente #lassopresidente2021", cuquitaleon  lassoguillermo  presidente  lassopresidente2021,Feb-18
794,Thu Feb 18 16:36:09 +0000 2021,Gerard Hunter,RT @Pirata_Gourmet: @edgarivancallea @manuelapicq @yakuperezg Solo un subnormal puede decir en estas circunstancias dramáticas que vive el…,,2,rt @pirata_gourmet @edgarivancallea @manuelapicq @yakuperezg solo subnormal puede decir circunstancias dramáticas vive el…,rt  pirata gourmet  edgarivancallea  manuelapicq  yakuperezg solo subnormal puede decir circunstancias dramáticas vive el ,Feb-18
795,Thu Feb 18 16:35:40 +0000 2021,Nicolas Molina,"RT @paulonavarrete: Existen y siempre habrán pendejos en la vida, resentidos sociales, envidiosos y amargados... sólo con la educación y ge…",,2,"rt @paulonavarrete existen siempre pendejos vida, resentidos sociales, envidiosos amargados sólo educación ge…",rt  paulonavarrete existen siempre pendejos vida  resentidos sociales  envidiosos amargados sólo educación ge ,Feb-18
796,Thu Feb 18 16:29:07 +0000 2021,Rony 👨‍🍳🫕🎶,@edgarivancallea @manuelapicq @yakuperezg Solo un subnormal puede decir en estas circunstancias dramáticas que vive… https://t.co/5UqH0BVUhw,,2,@edgarivancallea @manuelapicq @yakuperezg solo subnormal puede decir circunstancias dramáticas vive…, edgarivancallea  manuelapicq  yakuperezg solo subnormal puede decir circunstancias dramáticas vive ,Feb-18
797,Thu Feb 18 16:27:03 +0000 2021,ᴛoLO 🇪🇨,@orgen_ocir @VctorManuFord @LassoGuillermo #LassoPresidente2021,,0,@orgen_ocir @vctormanuford @lassoguillermo #lassopresidente2021, orgen ocir  vctormanuford  lassoguillermo  lassopresidente2021,Feb-18
798,Thu Feb 18 16:21:24 +0000 2021,José Olea,"RT @ivan196302: Propongo no tomar en cuenta al traidor de Yaku, no mencionarlo, vamos a hacer campaña desde hoy por Lasso y a dar ideas, fo…",,2,"rt @ivan196302 propongo tomar cuenta traidor yaku, mencionarlo, vamos hacer campaña hoy lasso dar ideas, fo…",rt  ivan196302 propongo tomar cuenta traidor yaku  mencionarlo  vamos hacer campaña hoy lasso dar ideas  fo ,Feb-18
799,Thu Feb 18 15:55:57 +0000 2021,monita,Se sacó la máscara!😱 por eso todos con #LassoPresidente2021 https://t.co/F1wUE6eQqV,,0,sacó máscara😱 #lassopresidente2021,sacó máscara   lassopresidente2021,Feb-18
800,Thu Feb 18 15:48:38 +0000 2021,César Terán Pacheco,"@Jfchediak FUSIÓN DEMÓCRATA. 
👍👍👍👍👍👍
¡UNIDAD !   ¡UNIDAD! contra del CORREISMO CORRUPTO que nos dividió, saqueó y d… https://t.co/bqEK98nW8R","{'id': '0177bc687a9ac697', 'url': 'https://api.twitter.com/1.1/geo/id/0177bc687a9ac697.json', 'place_type': 'city', 'name': 'Quito', 'full_name': 'Quito, Ecuador', 'country_code': 'EC', 'country': 'Ecuador', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-78.948465999276, -0.5886180004696481], [-78.1648970044175, -0.5886180004696481], [-78.1648970044175, 0.25547699945887903], [-78.948465999276, 0.25547699945887903]]]}, 'attributes': {}}",0,"@jfchediak fusión demócrata 👍👍👍👍👍👍 unidad unidad correismo corrupto dividió, saqueó d…", jfchediak fusión demócrata        unidad unidad correismo corrupto dividió  saqueó d ,Feb-18
801,Thu Feb 18 15:46:06 +0000 2021,Santiago Celi A.,"RT @acdavalost: hasta al lucero del alba. Es muy fácil imaginar resultados, imaginar fraudes, imaginarse en 2da vuelta. Mucha imaginación,…",,1,"rt @acdavalost lucero alba fácil imaginar resultados, imaginar fraudes, imaginarse 2da vuelta mucha imaginación,…",rt  acdavalost lucero alba fácil imaginar resultados  imaginar fraudes  imaginarse 2da vuelta mucha imaginación  ,Feb-18
802,Thu Feb 18 15:27:19 +0000 2021,Dr. Ivan Cevallos C.,"Propongo no tomar en cuenta al traidor de Yaku, no mencionarlo, vamos a hacer campaña desde hoy por Lasso y a dar i… https://t.co/Dwylgwse1T",,2,"propongo tomar cuenta traidor yaku, mencionarlo, vamos hacer campaña hoy lasso dar i…",propongo tomar cuenta traidor yaku  mencionarlo  vamos hacer campaña hoy lasso dar i ,Feb-18
803,Thu Feb 18 14:53:30 +0000 2021,lalylu,"RT @gabyvi84: Escuchando ayer a @yakuperezg y su lenguaje correiste y golpista de ""Feriado bancario"" con mas razón #LassoPresidente2021",,2,"rt @gabyvi84 escuchando ayer @yakuperezg lenguaje correiste golpista ""feriado bancario"" mas razón #lassopresidente2021",rt  gabyvi84 escuchando ayer  yakuperezg lenguaje correiste golpista  feriado bancario  mas razón  lassopresidente2021,Feb-18
804,Thu Feb 18 14:52:28 +0000 2021,Leonidas Carreño,"@ecuadorenvivo @MashiRafael Tengo q reconocer que todos los hermanos #Correa tienen un Master en cinismo. 
Se imagi… https://t.co/p4IY1pgKcE",,0,@ecuadorenvivo @mashirafael q reconocer hermanos #correa master cinismo imagi…, ecuadorenvivo  mashirafael q reconocer hermanos  correa master cinismo imagi ,Feb-18
805,Thu Feb 18 14:49:10 +0000 2021,Gaby Villarreal,"Escuchando ayer a @yakuperezg y su lenguaje correiste y golpista de ""Feriado bancario"" con mas razón #LassoPresidente2021",,2,"escuchando ayer @yakuperezg lenguaje correiste golpista ""feriado bancario"" mas razón #lassopresidente2021",escuchando ayer  yakuperezg lenguaje correiste golpista  feriado bancario  mas razón  lassopresidente2021,Feb-18
806,Thu Feb 18 14:46:25 +0000 2021,MJToral•,RT @pia_toral: Y que pretendes @yakuperezg !??? Que gane Arauz??? No apoyar a Lasso es un error muy grande!!! #LassoPresidente2021,,1,rt @pia_toral pretendes @yakuperezg ??? gane arauz??? apoyar lasso error grande #lassopresidente2021,rt  pia toral pretendes  yakuperezg     gane arauz    apoyar lasso error grande  lassopresidente2021,Feb-18
807,Thu Feb 18 14:43:21 +0000 2021,Nathalia,"RT @CesarMongeO: ¡Seguimos atentos! Nos mantenemos en segunda vuelta, esperando el pronunciamiento definitivo del CNE.
.
.
.
#LassoPresiden…",,33,"rt @cesarmongeo seguimos atentos mantenemos segunda vuelta, esperando pronunciamiento definitivo cne #lassopresiden…",rt  cesarmongeo seguimos atentos mantenemos segunda vuelta  esperando pronunciamiento definitivo cne  lassopresiden ,Feb-18
808,Thu Feb 18 14:25:37 +0000 2021,Eddy C.,RT @KarenAponteS: #LassoPresidente2021,,3,rt @karenapontes #lassopresidente2021,rt  karenapontes  lassopresidente2021,Feb-18
809,Thu Feb 18 14:01:00 +0000 2021,Daniel Bernal,"RT @cchavezbowen: Estoy segura que será #LassoPresidente2021 

El punto fuerte de #Arauz eran los mil usd que ya saben que eran cuento.

Ha…",,2,rt @cchavezbowen segura #lassopresidente2021 punto fuerte #arauz mil usd saben cuento ha…,rt  cchavezbowen segura  lassopresidente2021 punto fuerte  arauz mil usd saben cuento ha ,Feb-18
810,Thu Feb 18 13:59:22 +0000 2021,Cadmandu,"RT @fortalezaecu: Falta muy poco para que el #CNE proclame a @LassoGuillermo en segunda vuelta electoral.

¡Vamos que el #Ecuador necesita…",,5,rt @fortalezaecu falta #cne proclame @lassoguillermo segunda vuelta electoral vamos #ecuador necesita…,rt  fortalezaecu falta  cne proclame  lassoguillermo segunda vuelta electoral vamos  ecuador necesita ,Feb-18
811,Thu Feb 18 13:43:07 +0000 2021,Cecilia.Ec 🇪🇨,"Estoy segura que será #LassoPresidente2021 

El punto fuerte de #Arauz eran los mil usd que ya saben que eran cuent… https://t.co/U2koMDfpDa",,2,segura #lassopresidente2021 punto fuerte #arauz mil usd saben cuent…,segura  lassopresidente2021 punto fuerte  arauz mil usd saben cuent ,Feb-18
812,Thu Feb 18 13:25:07 +0000 2021,Master windu,"RT @CESARTERANPACH1: @Ecuagallos FUSIÓN DEMÓCRATA. 
👍👍👍👍👍👍
¡UNIDAD !   ¡UNIDAD! contra del CORREISMO CORRUPTO que nos dividió, saqueó y des…",,1,"rt @cesarteranpach1 @ecuagallos fusión demócrata 👍👍👍👍👍👍 unidad unidad correismo corrupto dividió, saqueó des…",rt  cesarteranpach1  ecuagallos fusión demócrata        unidad unidad correismo corrupto dividió  saqueó des ,Feb-18
813,Thu Feb 18 13:17:22 +0000 2021,César Terán Pacheco,"@Ecuagallos FUSIÓN DEMÓCRATA. 
👍👍👍👍👍👍
¡UNIDAD !   ¡UNIDAD! contra del CORREISMO CORRUPTO que nos dividió, saqueó y… https://t.co/ffrlkt8TSh","{'id': '0177bc687a9ac697', 'url': 'https://api.twitter.com/1.1/geo/id/0177bc687a9ac697.json', 'place_type': 'city', 'name': 'Quito', 'full_name': 'Quito, Ecuador', 'country_code': 'EC', 'country': 'Ecuador', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-78.948465999276, -0.5886180004696481], [-78.1648970044175, -0.5886180004696481], [-78.1648970044175, 0.25547699945887903], [-78.948465999276, 0.25547699945887903]]]}, 'attributes': {}}",1,"@ecuagallos fusión demócrata 👍👍👍👍👍👍 unidad unidad correismo corrupto dividió, saqueó y…", ecuagallos fusión demócrata        unidad unidad correismo corrupto dividió  saqueó y ,Feb-18
814,Thu Feb 18 13:08:15 +0000 2021,Gabolin,RT @moxiza: @Mathews54163026 @elnoticierotc @yakuperezg @LassoGuillermo Exijamos que se investigue la  gestión de #Yaku en la Prefectura de…,,35,rt @moxiza @mathews54163026 @elnoticierotc @yakuperezg @lassoguillermo exijamos investigue gestión #yaku prefectura de…,rt  moxiza  mathews54163026  elnoticierotc  yakuperezg  lassoguillermo exijamos investigue gestión  yaku prefectura de ,Feb-18
815,Thu Feb 18 13:00:05 +0000 2021,Paulo Navarrete T,"Existen y siempre habrán pendejos en la vida, resentidos sociales, envidiosos y amargados... sólo con la educación… https://t.co/cl4ODjS3CX","{'id': '009924a469d7ace1', 'url': 'https://api.twitter.com/1.1/geo/id/009924a469d7ace1.json', 'place_type': 'city', 'name': 'Guayaquil', 'full_name': 'Guayaquil, Ecuador', 'country_code': 'EC', 'country': 'Ecuador', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-80.4676050033072, -3.06371600046572], [-79.7147810026682, -3.06371600046572], [-79.7147810026682, -1.96227400010509], [-80.4676050033072, -1.96227400010509]]]}, 'attributes': {}}",2,"existen siempre pendejos vida, resentidos sociales, envidiosos amargados sólo educación…",existen siempre pendejos vida  resentidos sociales  envidiosos amargados sólo educación ,Feb-18
816,Thu Feb 18 12:49:15 +0000 2021,Xavier,"RT @sebaslasso44: Si Lasso le ganó al correismo en el 2017, porque vamos a tener dudas de ganarle al correismo en el 2021. #EleccionesEcuad…",,1,"rt @sebaslasso44 si lasso ganó correismo 2017, vamos tener dudas ganarle correismo 2021 #eleccionesecuad…",rt  sebaslasso44 si lasso ganó correismo 2017  vamos tener dudas ganarle correismo 2021  eleccionesecuad ,Feb-18
817,Thu Feb 18 12:46:52 +0000 2021,CiudadanaMonalisa Por la Vida,"Discurso de Yaku solo me dice que es un plumas al fin...

#LassoPresidente2021",,0,discurso yaku solo dice plumas fin #lassopresidente2021,discurso yaku solo dice plumas fin  lassopresidente2021,Feb-18
818,Thu Feb 18 12:43:19 +0000 2021,Xavier,"RT @juanflores18: Una vez procesadas el 100% de las actas correspondientes a la circunscripción de América Latina, El Caribe y África 🇪🇨🌎…",,31,"rt @juanflores18 vez procesadas 100% actas correspondientes circunscripción américa latina, caribe áfrica 🇪🇨🌎…",rt  juanflores18 vez procesadas 100  actas correspondientes circunscripción américa latina  caribe áfrica     ,Feb-18
819,Thu Feb 18 11:17:10 +0000 2021,Carlos F.,RT @KaiaDaranckaia1: @lahistoriaec @cnegobec @DianaAtamaint Ya estamos en segunda vuelta  #LassoPresidente2021 https://t.co/SVZZYgIVRf,,3,rt @kaiadaranckaia1 @lahistoriaec @cnegobec @dianaatamaint segunda vuelta #lassopresidente2021,rt  kaiadaranckaia1  lahistoriaec  cnegobec  dianaatamaint segunda vuelta  lassopresidente2021,Feb-18
820,Thu Feb 18 07:52:18 +0000 2021,Patricio Moreta,"RT @Carmensool: @antonielizalde @luisevivanco Si de llegar al poder Lasso no les gusta, se va en cuatro años y listo... Los correistas espe…",,1,"rt @carmensool @antonielizalde @luisevivanco si llegar poder lasso gusta, va cuatro años listo correistas espe…",rt  carmensool  antonielizalde  luisevivanco si llegar poder lasso gusta  va cuatro años listo correistas espe ,Feb-18
821,Thu Feb 18 07:09:04 +0000 2021,D i e g o 🎸,"Para los que creían que @yakuperezg era la mejor elección, @LassoGuillermo debe ponerse firme y no dar su brazo a t… https://t.co/XOotMoUS6q",,1,"creían @yakuperezg mejor elección, @lassoguillermo debe ponerse firme dar brazo t…",creían  yakuperezg mejor elección   lassoguillermo debe ponerse firme dar brazo t ,Feb-18
822,Thu Feb 18 06:55:07 +0000 2021,FauLescano,"Llegué a considerar que Yaku era más popular, y lograría ganar frente a #Arauz en caso de quedar en segunda vuelta,… https://t.co/ewwOcmxcr4",,0,"llegué considerar yaku popular, lograría ganar frente #arauz caso quedar segunda vuelta,…",llegué considerar yaku popular  lograría ganar frente  arauz caso quedar segunda vuelta  ,Feb-18
823,Thu Feb 18 06:48:06 +0000 2021,ᴛoLO 🇪🇨,@tecantolaplena #LassoPresidente2021,,0,@tecantolaplena #lassopresidente2021, tecantolaplena  lassopresidente2021,Feb-18
