,created at,Usuario,Tweet,Lugar,rtCount,pre-tweet,clean_tweet,FechaFormato
0,Wed Feb 24 13:30:27 +0000 2021,Milton Rolando Rodríguez Farah,"RT @CesarMongeO: #ElEcuadorDelEncuentro
#LassoPresidente2021",,14,rt @cesarmongeo #elecuadordelencuentro #lassopresidente2021,rt  cesarmongeo  elecuadordelencuentro  lassopresidente2021,Feb-24
1,Wed Feb 24 13:01:48 +0000 2021,Angeles 🤓 Mode #DiosNosProteja,"Toda Latinoamerica esta contaminada de socialismo21 y otras corrrientes violentas.

Es hora de salir a las calles y… https://t.co/4k2kvlqlnO",,0,toda latinoamerica contaminada socialismo21 corrrientes violentas hora salir calles y…,toda latinoamerica contaminada socialismo21 corrrientes violentas hora salir calles y ,Feb-24
2,Wed Feb 24 12:43:25 +0000 2021,Fernando Gavilanes,"@LassoGuillermo es el único que puede unir al país, por su calidad humana y liderazgo. El diálogo se amplía con cap… https://t.co/kP6hQEBRp2",,0,"@lassoguillermo único puede unir país, calidad humana liderazgo diálogo amplía cap…", lassoguillermo único puede unir país  calidad humana liderazgo diálogo amplía cap ,Feb-24
3,Wed Feb 24 12:40:01 +0000 2021,Marifer,"RT @guido_chiriboga: Hoy revisamos el plan de campaña de #LassoPresidente2021* en Milagro. 
Nos reunimos el Presidente Provincial del Guaya…",,2,rt @guido_chiriboga hoy revisamos plan campaña #lassopresidente2021* milagro reunimos presidente provincial guaya…,rt  guido chiriboga hoy revisamos plan campaña  lassopresidente2021  milagro reunimos presidente provincial guaya ,Feb-24
4,Wed Feb 24 12:31:46 +0000 2021,Alegria Sols 🇪🇨,"#LassoPresidente2021
#LassoPresidente2021
#LassoPresidente2021
#LassoPresidente2021
#LassoPresidente2021… https://t.co/JVc1HbybOh",,0,#lassopresidente2021 #lassopresidente2021 #lassopresidente2021 #lassopresidente2021 #lassopresidente2021…, lassopresidente2021  lassopresidente2021  lassopresidente2021  lassopresidente2021  lassopresidente2021 ,Feb-24
5,Wed Feb 24 12:31:33 +0000 2021,Milena Dobronic,"RT @diegoordonezg: Así arranca la campaña de segunda vuelta.  A trabajar duro para lograr el cambio. Vamos a darlo todo por el Ecuador! 

#…",,273,rt @diegoordonezg así arranca campaña segunda vuelta trabajar duro lograr cambio vamos darlo ecuador #…,rt  diegoordonezg así arranca campaña segunda vuelta trabajar duro lograr cambio vamos darlo ecuador   ,Feb-24
6,Wed Feb 24 12:07:36 +0000 2021,Steven MMAADICT,"@ABorreroVega @Horadelaverdad Excelente, todos a por la unidad nacional! 
#LassoPresidente2021",,0,"@aborrerovega @horadelaverdad excelente, unidad nacional #lassopresidente2021", aborrerovega  horadelaverdad excelente  unidad nacional  lassopresidente2021,Feb-24
7,Wed Feb 24 11:20:44 +0000 2021,Alegria Sols 🇪🇨,RT @cchavezbowen: Tu voto va a decidir x el Presidente q dirija Plan de #Salud y si cae en manos corruptas este país va a ver morir muchas…,,8,rt @cchavezbowen voto va decidir x presidente q dirija plan #salud si cae manos corruptas país va ver morir muchas…,rt  cchavezbowen voto va decidir x presidente q dirija plan  salud si cae manos corruptas país va ver morir muchas ,Feb-24
8,Wed Feb 24 10:45:26 +0000 2021,Steven MMAADICT,@rabascallcarlos @ecuarauz @UNESJOVENES @ManabiUnes @NucleoLosRios @CotopaxiUnes @UnesCanar @UnesStoDomingo… https://t.co/WYj2OhDuA5,,0,@rabascallcarlos @ecuarauz @unesjovenes @manabiunes @nucleolosrios @cotopaxiunes @unescanar @unesstodomingo…, rabascallcarlos  ecuarauz  unesjovenes  manabiunes  nucleolosrios  cotopaxiunes  unescanar  unesstodomingo ,Feb-24
9,Wed Feb 24 06:52:32 +0000 2021,Stef Rincon,@rikrdo_alfredo @LassoGuillermo Lasso es cambio #LassoPresidente2021,,0,@rikrdo_alfredo @lassoguillermo lasso cambio #lassopresidente2021, rikrdo alfredo  lassoguillermo lasso cambio  lassopresidente2021,Feb-24
10,Wed Feb 24 06:22:58 +0000 2021,J  Andino,@CarlosAMontaner #LassoPresidente2021 No mas corrupcion en Ecuador https://t.co/RuFy5JIPAk,,0,@carlosamontaner #lassopresidente2021 mas corrupcion ecuador, carlosamontaner  lassopresidente2021 mas corrupcion ecuador,Feb-24
11,Wed Feb 24 06:11:14 +0000 2021,J  Andino,@LassoGuillermo @eluniversocom #LassoPresidente2021 https://t.co/2eAWR7NQQJ,,0,@lassoguillermo @eluniversocom #lassopresidente2021, lassoguillermo  eluniversocom  lassopresidente2021,Feb-24
12,Wed Feb 24 06:10:48 +0000 2021,J  Andino,@LassoGuillermo @eluniversocom #LassoPresidente2021 https://t.co/CYhLdU5nbs,,0,@lassoguillermo @eluniversocom #lassopresidente2021, lassoguillermo  eluniversocom  lassopresidente2021,Feb-24
13,Wed Feb 24 06:00:15 +0000 2021,kaballero kito,RT @patriotaEcuador: @brisipin @cnegobec @LuisVerdesotoo1 @luisevivanco @Polificcion @CarlosVerareal @tinocotania @VillaFernando_ @LassoGui…,,3,rt @patriotaecuador @brisipin @cnegobec @luisverdesotoo1 @luisevivanco @polificcion @carlosverareal @tinocotania @villafernando_ @lassogui…,rt  patriotaecuador  brisipin  cnegobec  luisverdesotoo1  luisevivanco  polificcion  carlosverareal  tinocotania  villafernando   lassogui ,Feb-24
14,Wed Feb 24 05:45:41 +0000 2021,Gabriel Mero😎🍫,"Aquellos que utilizan el ht #ElPeorGobiernoDeLaHistoria, recuerden que ese gobierno viene desde el 2006. Dicen ""NO… https://t.co/s8dGOnpfD6",,0,"aquellos utilizan ht #elpeorgobiernodelahistoria, recuerden gobierno viene 2006 dicen ""no…",aquellos utilizan ht  elpeorgobiernodelahistoria  recuerden gobierno viene 2006 dicen  no ,Feb-24
15,Wed Feb 24 05:36:52 +0000 2021,Steven MMAADICT,"@Guaytamba_LDU La ignorancia es atrevida, por personas acomplejadas como tú el país está en su situación. Más le su… https://t.co/Fjpweuj2oY",,0,"@guaytamba_ldu ignorancia atrevida, personas acomplejadas país situación su…", guaytamba ldu ignorancia atrevida  personas acomplejadas país situación su ,Feb-24
16,Wed Feb 24 05:30:37 +0000 2021,Steven MMAADICT,"@omarmaluk @MashiRafael @lolacienfuegos @ecuarauz @LassoGuillermo Vergüenza de encuesta. Ni tú ñaña se la cree!
#LassoPresidente2021",,0,@omarmaluk @mashirafael @lolacienfuegos @ecuarauz @lassoguillermo vergüenza encuesta ñaña cree #lassopresidente2021, omarmaluk  mashirafael  lolacienfuegos  ecuarauz  lassoguillermo verg enza encuesta ñaña cree  lassopresidente2021,Feb-24
17,Wed Feb 24 05:25:29 +0000 2021,Steven MMAADICT,"@MashiRafael Y el causante de todo esto eres tú. Y en abril el pueblo te enterrará en las urnas prófugo!
#LassoPresidente2021",,0,@mashirafael causante abril pueblo enterrará urnas prófugo #lassopresidente2021, mashirafael causante abril pueblo enterrará urnas prófugo  lassopresidente2021,Feb-24
18,Wed Feb 24 05:23:57 +0000 2021,Steven MMAADICT,@Guaytamba_LDU @LaPosta_Ecu #LassoPresidente2021,,0,@guaytamba_ldu @laposta_ecu #lassopresidente2021, guaytamba ldu  laposta ecu  lassopresidente2021,Feb-24
19,Wed Feb 24 05:17:53 +0000 2021,Guido Chiriboga,"Hoy revisamos el plan de campaña de #LassoPresidente2021* en Milagro. 
Nos reunimos el Presidente Provincial del Gu… https://t.co/zASozZHmwB",,2,hoy revisamos plan campaña #lassopresidente2021* milagro reunimos presidente provincial gu…,hoy revisamos plan campaña  lassopresidente2021  milagro reunimos presidente provincial gu ,Feb-24
20,Wed Feb 24 05:14:55 +0000 2021,AnaGG,"RT @CarlosTrejomor3: @Pedrovbb2012 @CesarMongeO @CREOEcuador @LassoGuillermo Así es Cenar Monge, póngalo en acción al Dr @ABorreroVega para…",,1,"rt @carlostrejomor3 @pedrovbb2012 @cesarmongeo @creoecuador @lassoguillermo así cenar monge, póngalo acción dr @aborrerovega para…",rt  carlostrejomor3  pedrovbb2012  cesarmongeo  creoecuador  lassoguillermo así cenar monge  póngalo acción dr  aborrerovega para ,Feb-24
21,Wed Feb 24 04:17:13 +0000 2021,EL JUSTICIERO,"RT @patriotaEcuador: LAS COINCIDENCIAS EN PASCUALES, TRES CENTROS CARCELARIOS AL MISMO TIEMPO, YA LAS FUERZAS ARMADAS DEBEN ENTRAR Y ECHAR…",,1,"rt @patriotaecuador coincidencias pascuales, tres centros carcelarios mismo tiempo, fuerzas armadas deben entrar echar…",rt  patriotaecuador coincidencias pascuales  tres centros carcelarios mismo tiempo  fuerzas armadas deben entrar echar ,Feb-24
22,Wed Feb 24 04:08:59 +0000 2021,Francisco Garrido,"RT @patriotaEcuador: TOTALMENTE DE ACUERDO, QUIEREN DESVIAR LA ATENCION AL FRAUDE DE ARAUZ #elFraudeEsArauz #LassoPresidente2021 #elFraudeE…",,1,"rt @patriotaecuador totalmente acuerdo, quieren desviar atencion fraude arauz #elfraudeesarauz #lassopresidente2021 #elfraudee…",rt  patriotaecuador totalmente acuerdo  quieren desviar atencion fraude arauz  elfraudeesarauz  lassopresidente2021  elfraudee ,Feb-24
23,Wed Feb 24 04:08:57 +0000 2021,Maximiliano Sozorang,RT @patriotaEcuador: #elFraudeEsArauz #LassoPresidente2021 #elFraudeEsArauz #LassoPresidente2021 #elFraudeEsArauz #LassoPresidente2021 #elF…,,7,rt @patriotaecuador #elfraudeesarauz #lassopresidente2021 #elfraudeesarauz #lassopresidente2021 #elfraudeesarauz #lassopresidente2021 #elf…,rt  patriotaecuador  elfraudeesarauz  lassopresidente2021  elfraudeesarauz  lassopresidente2021  elfraudeesarauz  lassopresidente2021  elf ,Feb-24
24,Wed Feb 24 04:00:35 +0000 2021,Francisco Garrido,RT @patriotaEcuador: @ramirogarciaf @VillaFernando_ NADA ES CASUAL PRETENDEN DESVIAR LA ATENCION DEL FRAUDE DE ARAUZ #elFraudeEsArauz #Lass…,,1,rt @patriotaecuador @ramirogarciaf @villafernando_ casual pretenden desviar atencion fraude arauz #elfraudeesarauz #lass…,rt  patriotaecuador  ramirogarciaf  villafernando  casual pretenden desviar atencion fraude arauz  elfraudeesarauz  lass ,Feb-24
25,Wed Feb 24 03:38:29 +0000 2021,thomaspatrickholl,RT @Mleonorvg: @Polificcion Fantásticos !!!!  Han pasado tantos años y tal revolución solo sirvió para que los Castro se adueñen de la isla…,,1,rt @mleonorvg @polificcion fantásticos pasado tantos años tal revolución solo sirvió castro adueñen isla…,rt  mleonorvg  polificcion fantásticos pasado tantos años tal revolución solo sirvió castro adueñen isla ,Feb-24
26,Wed Feb 24 03:36:50 +0000 2021,Rodolfo Giler,RT @CesarMongeO: Espero llegar en las próximas horas al país y recorrer el Ecuador para consolidar el trabajo en territorio y así lograr lo…,,32,rt @cesarmongeo espero llegar próximas horas país recorrer ecuador consolidar trabajo territorio así lograr lo…,rt  cesarmongeo espero llegar próximas horas país recorrer ecuador consolidar trabajo territorio así lograr lo ,Feb-24
27,Wed Feb 24 03:27:58 +0000 2021,🇪🇨 Patriota Ecuador 🇪🇨,@4pelagatos4 @Martinminguchi #elFraudeEsArauz #LassoPresidente2021 #elFraudeEsArauz #LassoPresidente2021… https://t.co/2ZlvKkQBmO,,0,@4pelagatos4 @martinminguchi #elfraudeesarauz #lassopresidente2021 #elfraudeesarauz #lassopresidente2021…, 4pelagatos4  martinminguchi  elfraudeesarauz  lassopresidente2021  elfraudeesarauz  lassopresidente2021 ,Feb-24
28,Wed Feb 24 03:27:25 +0000 2021,🇪🇨 Patriota Ecuador 🇪🇨,"LAS COINCIDENCIAS EN PASCUALES, TRES CENTROS CARCELARIOS AL MISMO TIEMPO, YA LAS FUERZAS ARMADAS DEBEN ENTRAR Y ECH… https://t.co/fS9XQmrvTC",,1,"coincidencias pascuales, tres centros carcelarios mismo tiempo, fuerzas armadas deben entrar ech…",coincidencias pascuales  tres centros carcelarios mismo tiempo  fuerzas armadas deben entrar ech ,Feb-24
29,Wed Feb 24 03:23:47 +0000 2021,🇪🇨 Patriota Ecuador 🇪🇨,@ramirogarciaf @VillaFernando_ NADA ES CASUAL PRETENDEN DESVIAR LA ATENCION DEL FRAUDE DE ARAUZ #elFraudeEsArauz… https://t.co/qoy7lPjTGR,,1,@ramirogarciaf @villafernando_ casual pretenden desviar atencion fraude arauz #elfraudeesarauz…, ramirogarciaf  villafernando  casual pretenden desviar atencion fraude arauz  elfraudeesarauz ,Feb-24
30,Wed Feb 24 03:23:05 +0000 2021,🇪🇨 Patriota Ecuador 🇪🇨,"TOTALMENTE DE ACUERDO, QUIEREN DESVIAR LA ATENCION AL FRAUDE DE ARAUZ #elFraudeEsArauz #LassoPresidente2021… https://t.co/JzpkVWT4fb",,1,"totalmente acuerdo, quieren desviar atencion fraude arauz #elfraudeesarauz #lassopresidente2021…",totalmente acuerdo  quieren desviar atencion fraude arauz  elfraudeesarauz  lassopresidente2021 ,Feb-24
31,Wed Feb 24 03:07:01 +0000 2021,El morocho,RT @patriotaEcuador: @VillaFernando_ @cnegobec @TCE_Ecuador #elFraudeEsArauz #LassoPresidente2021 #elFraudeEsArauz #LassoPresidente2021 #el…,,1,rt @patriotaecuador @villafernando_ @cnegobec @tce_ecuador #elfraudeesarauz #lassopresidente2021 #elfraudeesarauz #lassopresidente2021 #el…,rt  patriotaecuador  villafernando   cnegobec  tce ecuador  elfraudeesarauz  lassopresidente2021  elfraudeesarauz  lassopresidente2021  el ,Feb-24
32,Wed Feb 24 02:57:22 +0000 2021,JUAN CARLOS RIVIS,"RT @Marcosjfc7: Datos interesantes, quien aporta y quien no. #LassoPresidente2021 https://t.co/j22CHLSBe4",,682,"rt @marcosjfc7 datos interesantes, aporta #lassopresidente2021",rt  marcosjfc7 datos interesantes  aporta  lassopresidente2021,Feb-24
33,Wed Feb 24 02:55:45 +0000 2021,Pablo Villacís,"#Sondeo |
Está de acuerdo con el pleno del @cnegobec de negar a la Contraloría General del Estado la auditoría al s… https://t.co/XuRltORGGx",,0,#sondeo | acuerdo pleno @cnegobec negar contraloría general auditoría s…, sondeo   acuerdo pleno  cnegobec negar contraloría general auditoría s ,Feb-24
34,Wed Feb 24 02:54:02 +0000 2021,UnChagraSinCaballo,#elFraudeEsArauz #LassoPresidente2021 #elFraudeEsArauz #LassoPresidente2021 #elFraudeEsArauz #LassoPresidente2021… https://t.co/2V5o7MUrJm,,0,#elfraudeesarauz #lassopresidente2021 #elfraudeesarauz #lassopresidente2021 #elfraudeesarauz #lassopresidente2021…, elfraudeesarauz  lassopresidente2021  elfraudeesarauz  lassopresidente2021  elfraudeesarauz  lassopresidente2021 ,Feb-24
35,Wed Feb 24 02:39:16 +0000 2021,Francisco Guzmán - #Campaña1x2SomosLasso,RT @arieromodiug: @LetraLive Solo como ejemplo 3 Provincias Expliquenme esto @LetraLive  #Elecciones2021Ec  o  ¿#elFraudeEsArauz   #elFraud…,,2,rt @arieromodiug @letralive solo ejemplo 3 provincias expliquenme @letralive #elecciones2021ec ¿#elfraudeesarauz #elfraud…,rt  arieromodiug  letralive solo ejemplo 3 provincias expliquenme  letralive  elecciones2021ec   elfraudeesarauz  elfraud ,Feb-24
36,Wed Feb 24 02:18:32 +0000 2021,Paúl Borja V.,"@ecuarauz Cínicos,ustedes son los culpables lo que pasa hoy en las cárceles por pactar con latin kings,choneros,car… https://t.co/EPVAs4Tk5i",,0,"@ecuarauz cínicos,ustedes culpables pasa hoy cárceles pactar latin kings,choneros,car…", ecuarauz cínicos ustedes culpables pasa hoy cárceles pactar latin kings choneros car ,Feb-24
37,Wed Feb 24 02:07:25 +0000 2021,EL LEÓN ✝️💙🧠🇪🇨,RT @johnnyandino1: @LassoGuillermo @eluniversocom #LassoPresidente2021 No mas corruptos correistas https://t.co/8e6gQtIKwj,,2,rt @johnnyandino1 @lassoguillermo @eluniversocom #lassopresidente2021 mas corruptos correistas,rt  johnnyandino1  lassoguillermo  eluniversocom  lassopresidente2021 mas corruptos correistas,Feb-24
38,Wed Feb 24 01:57:33 +0000 2021,Doctor Tecno,"RT @aro_rojas: @bliemsrieder Si no despiertan ya, joden al País.
@LassoGuillermo, Presidente.
#LassoPresidente2021",,1,"rt @aro_rojas @bliemsrieder si despiertan ya, joden país @lassoguillermo, presidente #lassopresidente2021",rt  aro rojas  bliemsrieder si despiertan ya  joden país  lassoguillermo  presidente  lassopresidente2021,Feb-24
39,Wed Feb 24 01:40:22 +0000 2021,Francisco Garrido,RT @CaroSanchezHino: 🏳Acompañamos a nuestro líder @LassoGuillermo a la primera Rueda de Prensa como candidato oficial a la Segunda Vuelta 🗳…,,13,rt @carosanchezhino 🏳acompañamos líder @lassoguillermo primera rueda prensa candidato oficial segunda vuelta 🗳…,rt  carosanchezhino  acompañamos líder  lassoguillermo primera rueda prensa candidato oficial segunda vuelta   ,Feb-24
40,Wed Feb 24 01:37:48 +0000 2021,guillermo montenegro,"RT @Yo_Mandante: ¿Y ahora! ¿Cómo le dan la vuelta a este razonamiento?, jajaja. 

La dignidad no se vende, para salir de la pobreza vamos a…",,6,"rt @yo_mandante ¿y ahora ¿cómo dan vuelta razonamiento?, jajaja dignidad vende, salir pobreza vamos a…",rt  yo mandante  y ahora  cómo dan vuelta razonamiento   jajaja dignidad vende  salir pobreza vamos a ,Feb-24
41,Wed Feb 24 01:20:37 +0000 2021,Bobijuan,"@xavox0886 @LassoGuillermo Es mejor quitarse la venda de los ojos y dejar el odio y las diferencias atrás, juntos p… https://t.co/4GBuTvy8M5",,0,"@xavox0886 @lassoguillermo mejor quitarse venda ojos dejar odio diferencias atrás, juntos p…", xavox0886  lassoguillermo mejor quitarse venda ojos dejar odio diferencias atrás  juntos p ,Feb-24
42,Wed Feb 24 01:07:58 +0000 2021,Bobijuan,"@8Hoyos @LassoGuillermo Lasso el presidente que el Ecuador necesita
#LassoPresidente2021 https://t.co/VNIyGfpg12",,0,@8hoyos @lassoguillermo lasso presidente ecuador necesita #lassopresidente2021, 8hoyos  lassoguillermo lasso presidente ecuador necesita  lassopresidente2021,Feb-24
43,Wed Feb 24 00:47:41 +0000 2021,Paúl Borja V.,@MaJosefaCoronel #LassoPresidente2021 #LASSOPRESIDENTE,,0,@majosefacoronel #lassopresidente2021 #lassopresidente, majosefacoronel  lassopresidente2021  lassopresidente,Feb-24
44,Wed Feb 24 00:46:07 +0000 2021,🇪🇨 Patriota Ecuador 🇪🇨,@VillaFernando_ @cnegobec @TCE_Ecuador #elFraudeEsArauz #LassoPresidente2021 #elFraudeEsArauz #LassoPresidente2021… https://t.co/MaFGon4ApO,,1,@villafernando_ @cnegobec @tce_ecuador #elfraudeesarauz #lassopresidente2021 #elfraudeesarauz #lassopresidente2021…, villafernando   cnegobec  tce ecuador  elfraudeesarauz  lassopresidente2021  elfraudeesarauz  lassopresidente2021 ,Feb-24
45,Wed Feb 24 00:46:00 +0000 2021,🇪🇨 Patriota Ecuador 🇪🇨,#elFraudeEsArauz #LassoPresidente2021 #elFraudeEsArauz #LassoPresidente2021 #elFraudeEsArauz #LassoPresidente2021… https://t.co/zSyjPfgwM9,,1,#elfraudeesarauz #lassopresidente2021 #elfraudeesarauz #lassopresidente2021 #elfraudeesarauz #lassopresidente2021…, elfraudeesarauz  lassopresidente2021  elfraudeesarauz  lassopresidente2021  elfraudeesarauz  lassopresidente2021 ,Feb-24
46,Wed Feb 24 00:45:48 +0000 2021,🇪🇨 Patriota Ecuador 🇪🇨,#elFraudeEsArauz #LassoPresidente2021 #elFraudeEsArauz #LassoPresidente2021 #elFraudeEsArauz #LassoPresidente2021… https://t.co/uOwppLWw3K,,1,#elfraudeesarauz #lassopresidente2021 #elfraudeesarauz #lassopresidente2021 #elfraudeesarauz #lassopresidente2021…, elfraudeesarauz  lassopresidente2021  elfraudeesarauz  lassopresidente2021  elfraudeesarauz  lassopresidente2021 ,Feb-24
47,Wed Feb 24 00:44:33 +0000 2021,Cecilia.Ec 🇪🇨,Tu voto va a decidir x el Presidente q dirija Plan de #Salud y si cae en manos corruptas este país va a ver morir m… https://t.co/meBKUbLCfW,,8,voto va decidir x presidente q dirija plan #salud si cae manos corruptas país va ver morir m…,voto va decidir x presidente q dirija plan  salud si cae manos corruptas país va ver morir m ,Feb-24
48,Wed Feb 24 00:41:48 +0000 2021,🇪🇨 Patriota Ecuador 🇪🇨,#elFraudeEsArauz #LassoPresidente2021 #elFraudeEsArauz #LassoPresidente2021 #elFraudeEsArauz #LassoPresidente2021… https://t.co/cemS6nJBaK,,1,#elfraudeesarauz #lassopresidente2021 #elfraudeesarauz #lassopresidente2021 #elfraudeesarauz #lassopresidente2021…, elfraudeesarauz  lassopresidente2021  elfraudeesarauz  lassopresidente2021  elfraudeesarauz  lassopresidente2021 ,Feb-24
49,Wed Feb 24 00:41:03 +0000 2021,🇪🇨 Patriota Ecuador 🇪🇨,#elFraudeEsArauz #LassoPresidente2021 #elFraudeEsArauz #LassoPresidente2021 #elFraudeEsArauz #LassoPresidente2021… https://t.co/kn0NRJK95o,,2,#elfraudeesarauz #lassopresidente2021 #elfraudeesarauz #lassopresidente2021 #elfraudeesarauz #lassopresidente2021…, elfraudeesarauz  lassopresidente2021  elfraudeesarauz  lassopresidente2021  elfraudeesarauz  lassopresidente2021 ,Feb-24
50,Wed Feb 24 00:40:41 +0000 2021,Mónica Z.,"@yamato20212021 @yluminaty Hacerse las ""vístimas""🤔?Creen q su agenda está x encima d todo y de todos!A la mayoría d… https://t.co/5xqDl9PCn0",,0,"@yamato20212021 @yluminaty hacerse ""vístimas""🤔?creen q agenda x encima d todosa mayoría d…", yamato20212021  yluminaty hacerse  vístimas   creen q agenda x encima d todosa mayoría d ,Feb-24
51,Wed Feb 24 00:40:29 +0000 2021,superguillo,Se debe armar la organización para vacunar hasta diciembre la mayoría de ciudadanos #LassoPresidente2021,,0,debe armar organización vacunar diciembre mayoría ciudadanos #lassopresidente2021,debe armar organización vacunar diciembre mayoría ciudadanos  lassopresidente2021,Feb-24
52,Wed Feb 24 00:39:33 +0000 2021,Salamandra,"RT @aro_rojas: @bliemsrieder Mucha atención, bloquear a los troll's que aparecen como aliados y hablan contra @LassoGuillermo
#LassoPreside…",,1,"rt @aro_rojas @bliemsrieder mucha atención, bloquear troll's aparecen aliados hablan @lassoguillermo #lassopreside…",rt  aro rojas  bliemsrieder mucha atención  bloquear troll s aparecen aliados hablan  lassoguillermo  lassopreside ,Feb-24
53,Wed Feb 24 00:39:23 +0000 2021,🇪🇨 Patriota Ecuador 🇪🇨,@Lenin @DefensaEc LOS CELULARES TAMBIEN #elFraudeEsArauz #LassoPresidente2021 #elFraudeEsArauz #LassoPresidente2021… https://t.co/XTL6XAGeqx,,0,@lenin @defensaec celulares tambien #elfraudeesarauz #lassopresidente2021 #elfraudeesarauz #lassopresidente2021…, lenin  defensaec celulares tambien  elfraudeesarauz  lassopresidente2021  elfraudeesarauz  lassopresidente2021 ,Feb-24
54,Wed Feb 24 00:34:00 +0000 2021,J  Andino,@LassoGuillermo @eluniversocom #LassoPresidente2021 No mas corruptos correistas https://t.co/8e6gQtIKwj,,2,@lassoguillermo @eluniversocom #lassopresidente2021 mas corruptos correistas, lassoguillermo  eluniversocom  lassopresidente2021 mas corruptos correistas,Feb-24
55,Wed Feb 24 00:26:24 +0000 2021,🇪🇨 Patriota Ecuador 🇪🇨,@brisipin @cnegobec @LuisVerdesotoo1 @luisevivanco @Polificcion @CarlosVerareal @tinocotania @VillaFernando_… https://t.co/QwZYjZ0Bec,,3,@brisipin @cnegobec @luisverdesotoo1 @luisevivanco @polificcion @carlosverareal @tinocotania @villafernando_…, brisipin  cnegobec  luisverdesotoo1  luisevivanco  polificcion  carlosverareal  tinocotania  villafernando  ,Feb-24
56,Wed Feb 24 00:26:19 +0000 2021,🇪🇨 Patriota Ecuador 🇪🇨,#elFraudeEsArauz #LassoPresidente2021 #elFraudeEsArauz #LassoPresidente2021 #elFraudeEsArauz #LassoPresidente2021… https://t.co/6cf3GwqVBj,,7,#elfraudeesarauz #lassopresidente2021 #elfraudeesarauz #lassopresidente2021 #elfraudeesarauz #lassopresidente2021…, elfraudeesarauz  lassopresidente2021  elfraudeesarauz  lassopresidente2021  elfraudeesarauz  lassopresidente2021 ,Feb-24
57,Wed Feb 24 00:26:16 +0000 2021,J  Andino,@LassoGuillermo @elcomerciocom #LassoPresidente2021 https://t.co/ckCRlbyPKv,,0,@lassoguillermo @elcomerciocom #lassopresidente2021, lassoguillermo  elcomerciocom  lassopresidente2021,Feb-24
58,Wed Feb 24 00:24:20 +0000 2021,Byron Sanmiguel Marín,"RT @MCMECUADOR: ¡Hoy la democracia ha triunfado, vamos con ánimo y optimismo a esta segunda vuelta!
#ElEcuadorDelEncuentro #LassoPresidente…",,2,"rt @mcmecuador hoy democracia triunfado, vamos ánimo optimismo segunda vuelta #elecuadordelencuentro #lassopresidente…",rt  mcmecuador hoy democracia triunfado  vamos ánimo optimismo segunda vuelta  elecuadordelencuentro  lassopresidente ,Feb-24
59,Wed Feb 24 00:17:55 +0000 2021,Steven MMAADICT,"@MashiRafael Se ve se siente #LassoPresidente2021 
Regresa a llorar al ático prófuga loca!",,0,@mashirafael ve #lassopresidente2021 regresa llorar ático prófuga loca, mashirafael ve  lassopresidente2021 regresa llorar ático prófuga loca,Feb-24
60,Wed Feb 24 00:11:19 +0000 2021,𝕵𝖆𝖛𝖎𝕶𝖆𝖑𝖎𝖒𝖆𝖓,"RT @Wlrodas: @Lenin @DefensaEc Señor Presidente!! Hace ""raton Miguelito"" se le fue de las manos el Pais!! Lo hoy es solo reflejo de la polu…",,1,"rt @wlrodas @lenin @defensaec señor presidente hace ""raton miguelito"" manos pais hoy solo reflejo polu…",rt  wlrodas  lenin  defensaec señor presidente hace  raton miguelito  manos pais hoy solo reflejo polu ,Feb-24
61,Wed Feb 24 00:06:17 +0000 2021,Walter Rodas,"@Lenin @DefensaEc Señor Presidente!! Hace ""raton Miguelito"" se le fue de las manos el Pais!! Lo hoy es solo reflejo… https://t.co/aIw7QdtVKW",,1,"@lenin @defensaec señor presidente hace ""raton miguelito"" manos pais hoy solo reflejo…", lenin  defensaec señor presidente hace  raton miguelito  manos pais hoy solo reflejo ,Feb-24
62,Tue Feb 23 23:39:16 +0000 2021,Carlos Vera M.,"RT @BloqueCREO21: #ElEcuadorDelEncuentro 🇪🇨 es un país donde todos los ecuatorianos puedan conversar, opinar y complementarse. Juntos senta…",,9,"rt @bloquecreo21 #elecuadordelencuentro 🇪🇨 país ecuatorianos puedan conversar, opinar complementarse juntos senta…",rt  bloquecreo21  elecuadordelencuentro    país ecuatorianos puedan conversar  opinar complementarse juntos senta ,Feb-23
63,Tue Feb 23 23:13:36 +0000 2021,Carmelina Santos V,"@sambacamacho @LassoGuillermo @eluniversocom Buena elección estimada.
#LassoPresidente2021",,0,@sambacamacho @lassoguillermo @eluniversocom buena elección estimada #lassopresidente2021, sambacamacho  lassoguillermo  eluniversocom buena elección estimada  lassopresidente2021,Feb-23
64,Tue Feb 23 22:52:19 +0000 2021,Raul Mora,@LassoGuillermo #LassoPresidente2021 Capacidad para cambiar.,,0,@lassoguillermo #lassopresidente2021 capacidad cambiar, lassoguillermo  lassopresidente2021 capacidad cambiar,Feb-23
65,Tue Feb 23 22:49:15 +0000 2021,Carmelina Santos V,"@luisrocruz @LassoGuillermo @eluniversocom Noooo que asquito loco
Arauz es miseria
Lasso es cambio #LassoPresidente2021",,0,@luisrocruz @lassoguillermo @eluniversocom noooo asquito loco arauz miseria lasso cambio #lassopresidente2021, luisrocruz  lassoguillermo  eluniversocom noooo asquito loco arauz miseria lasso cambio  lassopresidente2021,Feb-23
