created at,Usuario,Tweet,Lugar,rtCount,pre-tweet,clean_tweet
Tue Feb 16 19:41:14 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@puebloparado @AnderssonBoscan Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pasó en Reali… https://t.co/BEEFf2cZ2v",,0,"@puebloparado @anderssonboscan encuentran hacer, saben perdiendo electores pasó reali…", puebloparado  anderssonboscan encuentran hacer  saben perdiendo electores pasó reali 
Tue Feb 16 19:41:14 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@Alejand08814712 @AnderssonBoscan @negocios @ecuaarauz Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTO… https://t.co/6z4KfOXeVA",,0,"@alejand08814712 @anderssonboscan @negocios @ecuaarauz encuentran hacer, saben perdiendo electo…", alejand08814712  anderssonboscan  negocios  ecuaarauz encuentran hacer  saben perdiendo electo 
Tue Feb 16 19:41:12 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@DBLibertario @AnderssonBoscan Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pasó en Reali… https://t.co/qaJTX194lj",,0,"@dblibertario @anderssonboscan encuentran hacer, saben perdiendo electores pasó reali…", dblibertario  anderssonboscan encuentran hacer  saben perdiendo electores pasó reali 
Tue Feb 16 19:41:12 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@MarcoPlaza2002 @AnderssonBoscan Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pasó en Rea… https://t.co/xdsovtucFL",,0,"@marcoplaza2002 @anderssonboscan encuentran hacer, saben perdiendo electores pasó rea…", marcoplaza2002  anderssonboscan encuentran hacer  saben perdiendo electores pasó rea 
Tue Feb 16 19:41:11 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@Berkman83802219 @AnderssonBoscan Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pasó en Re… https://t.co/Vb6nu0wYyY",,0,"@berkman83802219 @anderssonboscan encuentran hacer, saben perdiendo electores pasó re…", berkman83802219  anderssonboscan encuentran hacer  saben perdiendo electores pasó re 
Tue Feb 16 19:40:29 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@Luisbarragan94 @AnderssonBoscan Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pasó en Rea… https://t.co/FvpPNmn2vN",,0,"@luisbarragan94 @anderssonboscan encuentran hacer, saben perdiendo electores pasó rea…", luisbarragan94  anderssonboscan encuentran hacer  saben perdiendo electores pasó rea 
Tue Feb 16 19:40:28 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@CIgualado @AnderssonBoscan Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pasó en Realidad… https://t.co/EKfmZ6VJ9r",,0,"@cigualado @anderssonboscan encuentran hacer, saben perdiendo electores pasó realidad…", cigualado  anderssonboscan encuentran hacer  saben perdiendo electores pasó realidad 
Tue Feb 16 19:40:28 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@Chriseduand @AnderssonBoscan Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pasó en Realid… https://t.co/oksSPW1bus",,0,"@chriseduand @anderssonboscan encuentran hacer, saben perdiendo electores pasó realid…", chriseduand  anderssonboscan encuentran hacer  saben perdiendo electores pasó realid 
Tue Feb 16 19:40:28 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@ehernandezbueno @AnderssonBoscan Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pasó en Re… https://t.co/FqQm3Qdj1P",,0,"@ehernandezbueno @anderssonboscan encuentran hacer, saben perdiendo electores pasó re…", ehernandezbueno  anderssonboscan encuentran hacer  saben perdiendo electores pasó re 
Tue Feb 16 19:40:28 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@Rob_r78 @AnderssonBoscan Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pasó en Realidad e… https://t.co/XuZBE8s5aT",,0,"@rob_r78 @anderssonboscan encuentran hacer, saben perdiendo electores pasó realidad e…", rob r78  anderssonboscan encuentran hacer  saben perdiendo electores pasó realidad e 
Tue Feb 16 19:39:48 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@Tageadores @AnderssonBoscan Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pasó en Realida… https://t.co/xsfjvNTbbR",,0,"@tageadores @anderssonboscan encuentran hacer, saben perdiendo electores pasó realida…", tageadores  anderssonboscan encuentran hacer  saben perdiendo electores pasó realida 
Tue Feb 16 19:28:34 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@Yo_Mandante Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pasó en Realidad en el CNE.… https://t.co/5j9ber7RRk",,0,"@yo_mandante encuentran hacer, saben perdiendo electores pasó realidad cne…", yo mandante encuentran hacer  saben perdiendo electores pasó realidad cne 
Tue Feb 16 19:28:27 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@ManenaU Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pasó en Realidad en el CNE.… https://t.co/52JXG3KD8X",,0,"@manenau encuentran hacer, saben perdiendo electores pasó realidad cne…", manenau encuentran hacer  saben perdiendo electores pasó realidad cne 
Tue Feb 16 19:28:22 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@pedrochess Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pasó en Realidad en el CNE.… https://t.co/l8Y6K48DFD",,0,"@pedrochess encuentran hacer, saben perdiendo electores pasó realidad cne…", pedrochess encuentran hacer  saben perdiendo electores pasó realidad cne 
Tue Feb 16 19:28:15 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@RealLoganTrump Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pasó en Realidad en el CNE.… https://t.co/7GUejA7D4d",,0,"@reallogantrump encuentran hacer, saben perdiendo electores pasó realidad cne…", reallogantrump encuentran hacer  saben perdiendo electores pasó realidad cne 
Tue Feb 16 19:28:03 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@Campitorock @LassoGuillermo @yakuperezg Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pas… https://t.co/0lvU4x9IE7",,0,"@campitorock @lassoguillermo @yakuperezg encuentran hacer, saben perdiendo electores pas…", campitorock  lassoguillermo  yakuperezg encuentran hacer  saben perdiendo electores pas 
Tue Feb 16 19:27:36 +0000 2021,Latino News Network,"El recuento de votos permanecía hoy en suspenso en Ecuador, luego de que el Consejo Nacional Electoral cancelara la… https://t.co/ROxT9jsL5e",,0,"recuento votos permanecía hoy suspenso ecuador, luego consejo nacional electoral cancelara la…",recuento votos permanecía hoy suspenso ecuador  luego consejo nacional electoral cancelara la 
Tue Feb 16 18:55:25 +0000 2021,Yanet Rodriguez,"RT @LunaMayo20: ""EL CAMALEÓN DE LA POLITICA""  😂😂 asi califican sectores del #Ecuador al derechista #YakuPerez...lo denuncian x comprar voto…",,24,"rt @lunamayo20 ""el camaleón politica"" 😂😂 asi califican sectores #ecuador derechista #yakuperezlo denuncian x comprar voto…",rt  lunamayo20  el camaleón politica     asi califican sectores  ecuador derechista  yakuperezlo denuncian x comprar voto 
Tue Feb 16 18:54:39 +0000 2021,🍋𝕃𝕖𝕄𝕠𝕟𝔸𝕕𝕖🍋,RT @merino_paulina: @LeeCamp @BenjaminNorton Thank you for your concern.  I'm Ecuadorian: the mainstream media is hiding this reality.  Con…,,4,rt @merino_paulina @leecamp @benjaminnorton thank you for your concern i'm ecuadorian the mainstream media is hiding this reality con…,rt  merino paulina  leecamp  benjaminnorton thank you for your concern i m ecuadorian the mainstream media is hiding this reality con 
Tue Feb 16 18:41:22 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@Lornainfante97 Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pasó en Realidad en el CNE.… https://t.co/jS2TZPrU2U",,0,"@lornainfante97 encuentran hacer, saben perdiendo electores pasó realidad cne…", lornainfante97 encuentran hacer  saben perdiendo electores pasó realidad cne 
Tue Feb 16 18:41:07 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@sugarhilldude Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pasó en Realidad en el CNE.… https://t.co/7TPD8metoc",,0,"@sugarhilldude encuentran hacer, saben perdiendo electores pasó realidad cne…", sugarhilldude encuentran hacer  saben perdiendo electores pasó realidad cne 
Tue Feb 16 18:40:55 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@JoseLuisQuimi2 @LassoGuillermo Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pasó en Real… https://t.co/YWbqqlLxEk",,0,"@joseluisquimi2 @lassoguillermo encuentran hacer, saben perdiendo electores pasó real…", joseluisquimi2  lassoguillermo encuentran hacer  saben perdiendo electores pasó real 
Tue Feb 16 18:40:50 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@skulljujos Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pasó en Realidad en el CNE.… https://t.co/4t6r4PgfBl",,0,"@skulljujos encuentran hacer, saben perdiendo electores pasó realidad cne…", skulljujos encuentran hacer  saben perdiendo electores pasó realidad cne 
Tue Feb 16 18:40:36 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@FlavioArosemena Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pasó en Realidad en el CNE.… https://t.co/vjSCrAHZHE",,0,"@flavioarosemena encuentran hacer, saben perdiendo electores pasó realidad cne…", flavioarosemena encuentran hacer  saben perdiendo electores pasó realidad cne 
Tue Feb 16 18:40:31 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@Saicamenri @LassoGuillermo @yakuperezg Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pasó… https://t.co/UOpvooc21Q",,0,"@saicamenri @lassoguillermo @yakuperezg encuentran hacer, saben perdiendo electores pasó…", saicamenri  lassoguillermo  yakuperezg encuentran hacer  saben perdiendo electores pasó 
Tue Feb 16 18:40:24 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@ssalgadotroya Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pasó en Realidad en el CNE.… https://t.co/Mnhv1MF04j",,0,"@ssalgadotroya encuentran hacer, saben perdiendo electores pasó realidad cne…", ssalgadotroya encuentran hacer  saben perdiendo electores pasó realidad cne 
Tue Feb 16 18:40:20 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@Vane_lokitaxti @yakuperezg @LassoGuillermo Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto… https://t.co/qVJ8bUxKbZ",,0,"@vane_lokitaxti @yakuperezg @lassoguillermo encuentran hacer, saben perdiendo electores esto…", vane lokitaxti  yakuperezg  lassoguillermo encuentran hacer  saben perdiendo electores esto 
Tue Feb 16 18:40:16 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@edverar Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pasó en Realidad en el CNE.… https://t.co/XeiLcZroZU",,0,"@edverar encuentran hacer, saben perdiendo electores pasó realidad cne…", edverar encuentran hacer  saben perdiendo electores pasó realidad cne 
Tue Feb 16 18:39:43 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@shababaty @4pelagatos4 @Martinminguchi Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pasó… https://t.co/IENwFNE4x9",,0,"@shababaty @4pelagatos4 @martinminguchi encuentran hacer, saben perdiendo electores pasó…", shababaty  4pelagatos4  martinminguchi encuentran hacer  saben perdiendo electores pasó 
Tue Feb 16 18:39:37 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@Kromugu @DianaAtamaint Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pasó en Realidad en… https://t.co/9wW6XoZV7j",,0,"@kromugu @dianaatamaint encuentran hacer, saben perdiendo electores pasó realidad en…", kromugu  dianaatamaint encuentran hacer  saben perdiendo electores pasó realidad en 
Tue Feb 16 18:39:22 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@4pelagatos4 Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pasó en Realidad en el CNE.… https://t.co/xKNQqOqFZF",,0,"@4pelagatos4 encuentran hacer, saben perdiendo electores pasó realidad cne…", 4pelagatos4 encuentran hacer  saben perdiendo electores pasó realidad cne 
Tue Feb 16 18:39:16 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@shababaty @RCanelaFMacas @PattyAviBoom @carriondaniel @LassoGuillermo @cnegobec Ya No Encuentran Que Hacer, Saben… https://t.co/O7tK3pqMPn",,0,"@shababaty @rcanelafmacas @pattyaviboom @carriondaniel @lassoguillermo @cnegobec encuentran hacer, saben…", shababaty  rcanelafmacas  pattyaviboom  carriondaniel  lassoguillermo  cnegobec encuentran hacer  saben 
Tue Feb 16 18:39:15 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@RCanelaFMacas @PattyAviBoom @shababaty @carriondaniel @LassoGuillermo @cnegobec Ya No Encuentran Que Hacer, Saben… https://t.co/xrjEzWpG2G",,0,"@rcanelafmacas @pattyaviboom @shababaty @carriondaniel @lassoguillermo @cnegobec encuentran hacer, saben…", rcanelafmacas  pattyaviboom  shababaty  carriondaniel  lassoguillermo  cnegobec encuentran hacer  saben 
Tue Feb 16 18:39:00 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,@MerlinaThoth @shababaty @FiscaliaEcuador @DianaSalazarM2 @CorteNacional @CJudicaturaEc @CorteConstEcu @HernanUlloa… https://t.co/Z5FWahASk0,,0,@merlinathoth @shababaty @fiscaliaecuador @dianasalazarm2 @cortenacional @cjudicaturaec @corteconstecu @hernanulloa…, merlinathoth  shababaty  fiscaliaecuador  dianasalazarm2  cortenacional  cjudicaturaec  corteconstecu  hernanulloa 
Tue Feb 16 18:38:54 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@andydufresne_sl @shababaty Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pasó en Realidad… https://t.co/EoFOlA5K2H",,0,"@andydufresne_sl @shababaty encuentran hacer, saben perdiendo electores pasó realidad…", andydufresne sl  shababaty encuentran hacer  saben perdiendo electores pasó realidad 
Tue Feb 16 18:38:49 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@cesarnavegador @shababaty @cantadocuencano Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto… https://t.co/ADmt96RC2R",,0,"@cesarnavegador @shababaty @cantadocuencano encuentran hacer, saben perdiendo electores esto…", cesarnavegador  shababaty  cantadocuencano encuentran hacer  saben perdiendo electores esto 
Tue Feb 16 18:38:43 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@YosoyRuby3 @shababaty @Yo_Mandante @LassoGuillermo Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES… https://t.co/9haRy6D2Fs",,0,"@yosoyruby3 @shababaty @yo_mandante @lassoguillermo encuentran hacer, saben perdiendo electores…", yosoyruby3  shababaty  yo mandante  lassoguillermo encuentran hacer  saben perdiendo electores 
Tue Feb 16 18:38:38 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@PhilProton @shababaty Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pasó en Realidad en e… https://t.co/y3QODFy4eh",,0,"@philproton @shababaty encuentran hacer, saben perdiendo electores pasó realidad e…", philproton  shababaty encuentran hacer  saben perdiendo electores pasó realidad e 
Tue Feb 16 18:38:32 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@shababaty @PhilProton Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pasó en Realidad en e… https://t.co/ikfpONCjkF",,0,"@shababaty @philproton encuentran hacer, saben perdiendo electores pasó realidad e…", shababaty  philproton encuentran hacer  saben perdiendo electores pasó realidad e 
Tue Feb 16 18:38:28 +0000 2021,amanda orbe,RT @EstebanVillama9: Tal parece que a #yakuperez le parece que el peor gobierno ha sido el de #LeninMoreno y que #GuillermoLasso ha “cogobe…,,46,rt @estebanvillama9 tal parece #yakuperez parece peor gobierno sido #leninmoreno #guillermolasso “cogobe…,rt  estebanvillama9 tal parece  yakuperez parece peor gobierno sido  leninmoreno  guillermolasso  cogobe 
Tue Feb 16 18:38:20 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@shababaty Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pasó en Realidad en el CNE.… https://t.co/FOhdknGdTS",,0,"@shababaty encuentran hacer, saben perdiendo electores pasó realidad cne…", shababaty encuentran hacer  saben perdiendo electores pasó realidad cne 
Tue Feb 16 18:37:53 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@Alejo_Universe Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pasó en Realidad en el CNE.… https://t.co/8fOdNWtqny",,0,"@alejo_universe encuentran hacer, saben perdiendo electores pasó realidad cne…", alejo universe encuentran hacer  saben perdiendo electores pasó realidad cne 
Tue Feb 16 18:37:52 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@LuisHidalgoEC Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pasó en Realidad en el CNE.… https://t.co/cvqeG0YAB8",,0,"@luishidalgoec encuentran hacer, saben perdiendo electores pasó realidad cne…", luishidalgoec encuentran hacer  saben perdiendo electores pasó realidad cne 
Tue Feb 16 18:37:43 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@FMendoza2021 Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pasó en Realidad en el CNE.… https://t.co/6Imqz4GCJn",,0,"@fmendoza2021 encuentran hacer, saben perdiendo electores pasó realidad cne…", fmendoza2021 encuentran hacer  saben perdiendo electores pasó realidad cne 
Tue Feb 16 18:37:31 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@DarwinRoblesG Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pasó en Realidad en el CNE.… https://t.co/9wAu6vofw0",,0,"@darwinroblesg encuentran hacer, saben perdiendo electores pasó realidad cne…", darwinroblesg encuentran hacer  saben perdiendo electores pasó realidad cne 
Tue Feb 16 18:37:15 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@KrmlnSantos Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pasó en Realidad en el CNE.… https://t.co/5uAnY2QC8F",,0,"@krmlnsantos encuentran hacer, saben perdiendo electores pasó realidad cne…", krmlnsantos encuentran hacer  saben perdiendo electores pasó realidad cne 
Tue Feb 16 18:37:09 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@GaloAlmeidaMen1 @LassoGuillermo Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pasó en Rea… https://t.co/OVI8egG5vr",,0,"@galoalmeidamen1 @lassoguillermo encuentran hacer, saben perdiendo electores pasó rea…", galoalmeidamen1  lassoguillermo encuentran hacer  saben perdiendo electores pasó rea 
Tue Feb 16 18:37:02 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@PabVil Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pasó en Realidad en el CNE.… https://t.co/3ELejTQSR8",,0,"@pabvil encuentran hacer, saben perdiendo electores pasó realidad cne…", pabvil encuentran hacer  saben perdiendo electores pasó realidad cne 
Tue Feb 16 18:36:52 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@NANCYMARLENEPA1 @ecuainm_oficial @LassoGuillermo @yakuperezg Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO… https://t.co/SZRoqgWq41",,0,"@nancymarlenepa1 @ecuainm_oficial @lassoguillermo @yakuperezg encuentran hacer, saben perdiendo…", nancymarlenepa1  ecuainm oficial  lassoguillermo  yakuperezg encuentran hacer  saben perdiendo 
Tue Feb 16 18:36:46 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@NANCYMARLENEPA1 @ecuainm_oficial @LassoGuillermo @yakuperezg Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO… https://t.co/xBmknbgc8k",,0,"@nancymarlenepa1 @ecuainm_oficial @lassoguillermo @yakuperezg encuentran hacer, saben perdiendo…", nancymarlenepa1  ecuainm oficial  lassoguillermo  yakuperezg encuentran hacer  saben perdiendo 
Tue Feb 16 18:36:41 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@Guille_BSC @ecuainm_oficial @LassoGuillermo @yakuperezg Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELEC… https://t.co/5BJHrccVAQ",,0,"@guille_bsc @ecuainm_oficial @lassoguillermo @yakuperezg encuentran hacer, saben perdiendo elec…", guille bsc  ecuainm oficial  lassoguillermo  yakuperezg encuentran hacer  saben perdiendo elec 
Tue Feb 16 18:36:29 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@Luizao19042 @ecuainm_oficial @LassoGuillermo @yakuperezg Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELE… https://t.co/sWMJCfQWEe",,0,"@luizao19042 @ecuainm_oficial @lassoguillermo @yakuperezg encuentran hacer, saben perdiendo ele…", luizao19042  ecuainm oficial  lassoguillermo  yakuperezg encuentran hacer  saben perdiendo ele 
Tue Feb 16 18:36:24 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@LorenPAlvarez @ecuainm_oficial @LassoGuillermo @yakuperezg Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO E… https://t.co/no5I3cwvkI",,0,"@lorenpalvarez @ecuainm_oficial @lassoguillermo @yakuperezg encuentran hacer, saben perdiendo e…", lorenpalvarez  ecuainm oficial  lassoguillermo  yakuperezg encuentran hacer  saben perdiendo e 
Tue Feb 16 18:36:12 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@ecuainm_oficial @LassoGuillermo @yakuperezg Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto… https://t.co/XAjeLI3xc2",,0,"@ecuainm_oficial @lassoguillermo @yakuperezg encuentran hacer, saben perdiendo electores esto…", ecuainm oficial  lassoguillermo  yakuperezg encuentran hacer  saben perdiendo electores esto 
Tue Feb 16 18:36:04 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@rjvillamagua @Mayra42083577 @yakuperezg @ramiroaguilart Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELEC… https://t.co/XkvPmPwwQp",,0,"@rjvillamagua @mayra42083577 @yakuperezg @ramiroaguilart encuentran hacer, saben perdiendo elec…", rjvillamagua  mayra42083577  yakuperezg  ramiroaguilart encuentran hacer  saben perdiendo elec 
Tue Feb 16 18:36:04 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@jmolinareyes Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pasó en Realidad en el CNE.… https://t.co/bAf1YLHvdB",,0,"@jmolinareyes encuentran hacer, saben perdiendo electores pasó realidad cne…", jmolinareyes encuentran hacer  saben perdiendo electores pasó realidad cne 
Tue Feb 16 18:35:56 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,@MarioCuzco @robmaldonado76 @LassoGuillermo @yakuperezg @LassoSX @LassoGE @cnegobec @xhervas Ya No Encuentran Que H… https://t.co/3HAjPm0y7t,,0,@mariocuzco @robmaldonado76 @lassoguillermo @yakuperezg @lassosx @lassoge @cnegobec @xhervas encuentran h…, mariocuzco  robmaldonado76  lassoguillermo  yakuperezg  lassosx  lassoge  cnegobec  xhervas encuentran h 
Tue Feb 16 18:35:42 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@MarioCuzco @robmaldonado76 @LassoGuillermo @yakuperezg @LassoSX @LassoGE Ya No Encuentran Que Hacer, Saben Que Est… https://t.co/LPGCw8xNqy",,0,"@mariocuzco @robmaldonado76 @lassoguillermo @yakuperezg @lassosx @lassoge encuentran hacer, saben est…", mariocuzco  robmaldonado76  lassoguillermo  yakuperezg  lassosx  lassoge encuentran hacer  saben est 
Tue Feb 16 18:35:24 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@VerdugaVioleta Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pasó en Realidad en el CNE.… https://t.co/hafitSLnwg",,0,"@verdugavioleta encuentran hacer, saben perdiendo electores pasó realidad cne…", verdugavioleta encuentran hacer  saben perdiendo electores pasó realidad cne 
Tue Feb 16 18:35:17 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@ernepalacios @yakuperezg Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pasó en Realidad e… https://t.co/pCLuGND7yc",,0,"@ernepalacios @yakuperezg encuentran hacer, saben perdiendo electores pasó realidad e…", ernepalacios  yakuperezg encuentran hacer  saben perdiendo electores pasó realidad e 
Tue Feb 16 18:35:12 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@JuanPHidalgoC @LassoGuillermo @yakuperezg Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto P… https://t.co/QBSk5YMPcq",,0,"@juanphidalgoc @lassoguillermo @yakuperezg encuentran hacer, saben perdiendo electores p…", juanphidalgoc  lassoguillermo  yakuperezg encuentran hacer  saben perdiendo electores p 
Tue Feb 16 18:34:54 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@Guille_BSC @ABorreroVega @LassoGuillermo Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pa… https://t.co/aAP8Q2lZcf",,0,"@guille_bsc @aborrerovega @lassoguillermo encuentran hacer, saben perdiendo electores pa…", guille bsc  aborrerovega  lassoguillermo encuentran hacer  saben perdiendo electores pa 
Tue Feb 16 18:34:48 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@jorgeri47721722 @ABorreroVega @LassoGuillermo Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Es… https://t.co/gn328BKary",,0,"@jorgeri47721722 @aborrerovega @lassoguillermo encuentran hacer, saben perdiendo electores es…", jorgeri47721722  aborrerovega  lassoguillermo encuentran hacer  saben perdiendo electores es 
Tue Feb 16 18:34:40 +0000 2021,❤@PrincesaRaza🇻🇪☮👑❤🌷,"@Belemhead @ABorreroVega @LassoGuillermo Ya No Encuentran Que Hacer, Saben Que Están PERDIENDO ELECTORES.

Esto Pas… https://t.co/KrDeKIy5Hv",,0,"@belemhead @aborrerovega @lassoguillermo encuentran hacer, saben perdiendo electores pas…", belemhead  aborrerovega  lassoguillermo encuentran hacer  saben perdiendo electores pas 
