created at,Usuario,Tweet,Lugar,rtCount,pre-tweet,clean_tweet
Wed Feb 24 13:32:40 +0000 2021,NoticieroEcuadoradio,#YakuPérez dio a conocer que contaban con cerca de 16 000 #actas con #inconsistencias de las elecciones generales d… https://t.co/WjfglrJYtK,,0,#yakupérez dio conocer contaban cerca 16 000 #actas #inconsistencias elecciones generales d…, yakupérez dio conocer contaban cerca 16 000  actas  inconsistencias elecciones generales d 
Wed Feb 24 13:32:25 +0000 2021,Radio Quito,#YakuPérez dio a conocer que contaban con cerca de 16 000 #actas con #inconsistencias de las elecciones generales d… https://t.co/5hXOqz63Cr,,0,#yakupérez dio conocer contaban cerca 16 000 #actas #inconsistencias elecciones generales d…, yakupérez dio conocer contaban cerca 16 000  actas  inconsistencias elecciones generales d 
Wed Feb 24 13:32:24 +0000 2021,Patricio Estrella,"RT @ErmelRosario: 🆘️YAKU PÉREZ, POR SU MALDAD NI PRESIDENCIA DE LA CONAIE, NI PRESIDENCIA DEL ECUADOR🆘️🆘️
#NiUnVotoALaDerecha 
Indígena fal…",,7,"rt @ermelrosario 🆘️yaku pérez, maldad presidencia conaie, presidencia ecuador🆘️🆘️ #niunvotoaladerecha indígena fal…",rt  ermelrosario   yaku pérez  maldad presidencia conaie  presidencia ecuador      niunvotoaladerecha indígena fal 
Wed Feb 24 13:25:20 +0000 2021,tom dieusaert,#yakuperez #Ecuador geeft het nog niet op. Volgens de indianenleider was er fraude bij de presidentsverkiezingen. https://t.co/V163Ilftke,,0,#yakuperez #ecuador geeft het nog niet op volgens indianenleider was er fraude bij presidentsverkiezingen, yakuperez  ecuador geeft het nog niet op volgens indianenleider was er fraude bij presidentsverkiezingen
Wed Feb 24 12:03:02 +0000 2021,Rosa Rodríguez,"RT @ecuadorenvivo: #AHORA: #YakuPérez, representante de #Pachakutik en las elecciones, se dirige por la calle Juan León Mera, rumbo al CNE…",,25,"rt @ecuadorenvivo #ahora #yakupérez, representante #pachakutik elecciones, dirige calle juan león mera, rumbo cne…",rt  ecuadorenvivo  ahora  yakupérez  representante  pachakutik elecciones  dirige calle juan león mera  rumbo cne 
Wed Feb 24 11:29:30 +0000 2021,Gustavo Hernandez,"RT @revistavistazo: ""Al siguiente día el candidato de CREO rompe el acuerdo y deja mal herido el sistema democrático y vulnera la voluntad…",,18,"rt @revistavistazo ""al siguiente día candidato creo rompe acuerdo deja mal herido sistema democrático vulnera voluntad…",rt  revistavistazo  al siguiente día candidato creo rompe acuerdo deja mal herido sistema democrático vulnera voluntad 
Wed Feb 24 10:53:57 +0000 2021,Ermel Rosario,"🆘️YAKU PÉREZ, POR SU MALDAD NI PRESIDENCIA DE LA CONAIE, NI PRESIDENCIA DEL ECUADOR🆘️🆘️
#NiUnVotoALaDerecha 
Indíge… https://t.co/1EqvI23KXw",,7,"🆘️yaku pérez, maldad presidencia conaie, presidencia ecuador🆘️🆘️ #niunvotoaladerecha indíge…",  yaku pérez  maldad presidencia conaie  presidencia ecuador      niunvotoaladerecha indíge 
Wed Feb 24 10:29:44 +0000 2021,personas con discapacidad Unidas en el mundo,@p_chvez @ecuabot @20m @Lenin @LassoGuillermo @jaimenebotsaadi @yakuperezg @abdalabucaran No fue #YakuPérez quien h… https://t.co/E3CXhnPWoI,,0,@p_chvez @ecuabot @20m @lenin @lassoguillermo @jaimenebotsaadi @yakuperezg @abdalabucaran #yakupérez h…, p chvez  ecuabot  20m  lenin  lassoguillermo  jaimenebotsaadi  yakuperezg  abdalabucaran  yakupérez h 
Wed Feb 24 09:28:45 +0000 2021,Rafael Medina,RT @ecuadorenvivo: #YakuPérez entrega 16 mil actas con presuntas inconsistencias https://t.co/a48Juu3jMp https://t.co/udgiqGPgCk,,4,rt @ecuadorenvivo #yakupérez entrega 16 mil actas presuntas inconsistencias,rt  ecuadorenvivo  yakupérez entrega 16 mil actas presuntas inconsistencias
Wed Feb 24 09:19:05 +0000 2021,Verdeesperanza,"RT @EstebanVillama9: #YakuPerez sabe bien, y probablemente ya lo sabia desde un principio, que no pasó a la segunda vuelta y por eso se ha…",,22,"rt @estebanvillama9 #yakuperez sabe bien, probablemente sabia principio, pasó segunda vuelta ha…",rt  estebanvillama9  yakuperez sabe bien  probablemente sabia principio  pasó segunda vuelta ha 
Wed Feb 24 08:00:52 +0000 2021,ecuadorenvivo,#YakuPérez entrega 16 mil actas con presuntas inconsistencias https://t.co/a48Juu3jMp https://t.co/udgiqGPgCk,,4,#yakupérez entrega 16 mil actas presuntas inconsistencias, yakupérez entrega 16 mil actas presuntas inconsistencias
Wed Feb 24 06:57:48 +0000 2021,Azucenita Avendaño,"RT @dw_espanol: Tensión política en Ecuador

Acompañado de la marcha indígena, el candidato indígena #YakuPérez entregó las 16.000 actas el…",,23,"rt @dw_espanol tensión política ecuador acompañado marcha indígena, candidato indígena #yakupérez entregó 16000 actas el…",rt  dw espanol tensión política ecuador acompañado marcha indígena  candidato indígena  yakupérez entregó 16000 actas el 
Wed Feb 24 05:42:37 +0000 2021,Vero Vivar Serrano,@pichinchauniver @juanlmera @PKnacional18 @yakuperezg @FiscaliaEcuador @cnegobec El país se desarma y este de aquí… https://t.co/Z9nOZiby62,"{'id': '013cb38e7fe501ae', 'url': 'https://api.twitter.com/1.1/geo/id/013cb38e7fe501ae.json', 'place_type': 'city', 'name': 'Cuenca', 'full_name': 'Cuenca, Ecuador', 'country_code': 'EC', 'country': 'Ecuador', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-79.6006399991329, -3.17511400056148], [-78.8480589972169, -3.17511400056148], [-78.8480589972169, -2.55697599983637], [-79.6006399991329, -2.55697599983637]]]}, 'attributes': {}}",0,@pichinchauniver @juanlmera @pknacional18 @yakuperezg @fiscaliaecuador @cnegobec país desarma aquí…, pichinchauniver  juanlmera  pknacional18  yakuperezg  fiscaliaecuador  cnegobec país desarma aquí 
Wed Feb 24 05:16:15 +0000 2021,Ecuador Comunicación,Pérez entregó 16.000 actas al órgano electoral tras liderar una marcha en Quito https://t.co/cKcYb5cdij #yakuperez… https://t.co/kiSgxIhedl,,0,pérez entregó 16000 actas órgano electoral tras liderar marcha quito #yakuperez…,pérez entregó 16000 actas órgano electoral tras liderar marcha quito  yakuperez 
Wed Feb 24 04:12:38 +0000 2021,Patricio Miller,"RT @jasmel_1: ATENCIÓN . 

Así está el #ParqueArbolito símbolo de la resistencia e indignación ante supuesto #FRAUDEELECTORAL que perjudica…",,2,rt @jasmel_1 atención así #parquearbolito símbolo resistencia indignación supuesto #fraudeelectoral perjudica…,rt  jasmel 1 atención así  parquearbolito símbolo resistencia indignación supuesto  fraudeelectoral perjudica 
Wed Feb 24 03:51:08 +0000 2021,Hernán Guerrero D.,"@jorgepiedrac Lo que ustedes han hecho es apoyar a #yakuperez y ahì esta el detalle!!!
#LosMorlacosTocandoFondo",,0,@jorgepiedrac ustedes hecho apoyar #yakuperez ahì detalle #losmorlacostocandofondo, jorgepiedrac ustedes hecho apoyar  yakuperez ahì detalle  losmorlacostocandofondo
Wed Feb 24 03:44:33 +0000 2021,Arthur Deakin,"In #Ecuador, #Lasso's slight victory over #yakuperez to make it to the second round runoff should lead to an easier… https://t.co/jjlrtM2MFI",,0,"in #ecuador, #lasso's slight victory over #yakuperez to make it to the second round runoff should lead to an easier…",in  ecuador   lasso s slight victory over  yakuperez to make it to the second round runoff should lead to an easier 
Wed Feb 24 03:35:15 +0000 2021,WQ Radio,#WQNoticas/ Yaku Pérez y sus simpatizantes arribaron a la ciudad de Quito para pedirle al Consejo Nacional Electora… https://t.co/cqAFyz4CuS,,0,#wqnoticas/ yaku pérez simpatizantes arribaron ciudad quito pedirle consejo nacional electora…, wqnoticas  yaku pérez simpatizantes arribaron ciudad quito pedirle consejo nacional electora 
Wed Feb 24 03:23:01 +0000 2021,Teresa Mosquera,RT @PrimeraPlanaECU: #PPElecciones | #YakuPérez entregó al #CNE  este 23 de febrero el pedido de objeción a los resultados oficiales de la…,,2,rt @primeraplanaecu #ppelecciones | #yakupérez entregó #cne 23 febrero pedido objeción resultados oficiales la…,rt  primeraplanaecu  ppelecciones    yakupérez entregó  cne 23 febrero pedido objeción resultados oficiales la 
Wed Feb 24 03:16:06 +0000 2021,Nelson Atupaña,"RT @Willanakuy_Ec: La tarde del lunes 22-feb-2021, la camioneta en la que viajaban Rita Andi, Jennifer Andi, Jimena Quintero, Freddy Moscos…",,21,"rt @willanakuy_ec tarde lunes 22feb2021, camioneta viajaban rita andi, jennifer andi, jimena quintero, freddy moscos…",rt  willanakuy ec tarde lunes 22feb2021  camioneta viajaban rita andi  jennifer andi  jimena quintero  freddy moscos 
Wed Feb 24 02:55:45 +0000 2021,Pablo Villacís,"#Sondeo |
Está de acuerdo con el pleno del @cnegobec de negar a la Contraloría General del Estado la auditoría al s… https://t.co/XuRltORGGx",,0,#sondeo | acuerdo pleno @cnegobec negar contraloría general auditoría s…, sondeo   acuerdo pleno  cnegobec negar contraloría general auditoría s 
Wed Feb 24 02:53:06 +0000 2021,Marlon Renato Shapan Santin,"RT @ContraPortada8: La mañana de este martes los simpatizantes de #YakuPérez arribaron a #Cutuglagua, desde donde saldrán con destino al #C…",,2,"rt @contraportada8 mañana martes simpatizantes #yakupérez arribaron #cutuglagua, saldrán destino #c…",rt  contraportada8 mañana martes simpatizantes  yakupérez arribaron  cutuglagua  saldrán destino  c 
Wed Feb 24 02:23:50 +0000 2021,Edison Hurtado,"RT @videosteleSUR: ▶️Candidatura de @yakuperezg en #Ecuador ha removido fragmentación dentro del movimiento indígena, que es  bastante comp…",,5,"rt @videostelesur ▶️candidatura @yakuperezg #ecuador removido fragmentación dentro movimiento indígena, bastante comp…",rt  videostelesur   candidatura  yakuperezg  ecuador removido fragmentación dentro movimiento indígena  bastante comp 
Wed Feb 24 01:49:41 +0000 2021,El Digital Mx,"Protestas en #Edcuador por posible fraude electoral en contra del candidato indígena #yakuperez 
https://t.co/jaWtn81Lqi",,0,protestas #edcuador posible fraude electoral candidato indígena #yakuperez,protestas  edcuador posible fraude electoral candidato indígena  yakuperez
Wed Feb 24 01:22:57 +0000 2021,♌♂️Señor Monchito☯️,"Como ptas #YakuPérez tiene 16.000 actas en su poder???
 Cuantas tiene Arauz??
Cuantas tiene Lasso??

La democracia en su esplendor.",,0,ptas #yakupérez 16000 actas poder??? cuantas arauz?? cuantas lasso?? democracia esplendor,ptas  yakupérez 16000 actas poder    cuantas arauz   cuantas lasso   democracia esplendor
Wed Feb 24 00:59:56 +0000 2021,CIRCUITO GLOBAL,"#CircuitoInforma | La marcha indígena llega a #Quito para denunciar un presunto ""fraude"" contra #YakuPérez y pedir… https://t.co/8ZeeGW7F41",,0,"#circuitoinforma | marcha indígena llega #quito denunciar presunto ""fraude"" #yakupérez pedir…", circuitoinforma   marcha indígena llega  quito denunciar presunto  fraude   yakupérez pedir 
Wed Feb 24 00:34:41 +0000 2021,josé amador,"RT @ecuadorenvivo: #VIDEO Ya en las afueras del #CNE, #YakuPérez habla sobre los caminos legales que le quedan para impugnar los resultados…",,14,"rt @ecuadorenvivo #video afueras #cne, #yakupérez habla caminos legales quedan impugnar resultados…",rt  ecuadorenvivo  video afueras  cne   yakupérez habla caminos legales quedan impugnar resultados 
Wed Feb 24 00:18:01 +0000 2021,John Granja,"RT @oromartv: #Elecciones2021 | Decenas de simpatizantes de #YakuPérez se concentran en los exteriores del #CNE, para brindar apoyo al cand…",,7,"rt @oromartv #elecciones2021 | decenas simpatizantes #yakupérez concentran exteriores #cne, brindar apoyo cand…",rt  oromartv  elecciones2021   decenas simpatizantes  yakupérez concentran exteriores  cne  brindar apoyo cand 
Tue Feb 23 23:45:00 +0000 2021,DW Español,"Tensión política en Ecuador

Acompañado de la marcha indígena, el candidato indígena #YakuPérez entregó las 16.000… https://t.co/sOlSZrv7eP",,23,"tensión política ecuador acompañado marcha indígena, candidato indígena #yakupérez entregó 16000…",tensión política ecuador acompañado marcha indígena  candidato indígena  yakupérez entregó 16000 
Tue Feb 23 23:27:25 +0000 2021,PrimeraPlanaECU,#PPElecciones | #YakuPérez entregó al #CNE  este 23 de febrero el pedido de objeción a los resultados oficiales de… https://t.co/cgs5RlMRH1,,2,#ppelecciones | #yakupérez entregó #cne 23 febrero pedido objeción resultados oficiales de…, ppelecciones    yakupérez entregó  cne 23 febrero pedido objeción resultados oficiales de 
Tue Feb 23 22:16:37 +0000 2021,Julian Sepulvado,#YakuPerez|@YakuPerezG es un puto M A A A P A A A C H E E E 🥸 https://t.co/fOXTrurd1p,,0,#yakuperez|@yakuperezg puto m p c h 🥸, yakuperez  yakuperezg puto m p c h  
Tue Feb 23 22:04:17 +0000 2021,nvelasteguib,"RT @pro_telesur: ▶️Candidatura de @yakuperezg en #Ecuador ha removido fragmentación dentro del movimiento indígena, que es  bastante comple…",,6,"rt @pro_telesur ▶️candidatura @yakuperezg #ecuador removido fragmentación dentro movimiento indígena, bastante comple…",rt  pro telesur   candidatura  yakuperezg  ecuador removido fragmentación dentro movimiento indígena  bastante comple 
Tue Feb 23 21:44:16 +0000 2021,Aroguden,"El candidato presidencial indígena #YakuPérez aseguró este martes que hay ""más de 16.000 actas con inconsistencias""… https://t.co/cngofLaFvm",,0,"candidato presidencial indígena #yakupérez aseguró martes ""más 16000 actas inconsistencias""…",candidato presidencial indígena  yakupérez aseguró martes  más 16000 actas inconsistencias  
Tue Feb 23 21:43:47 +0000 2021,Carolina Andrade,"RT @CanalRTU: [#ATENCIÓN] El candidato Yaku Pérez manifestó tener pruebas de las supuestas inconsistencias en el proceso electoral. 

#yaku…",,8,rt @canalrtu [#atención] candidato yaku pérez manifestó tener pruebas supuestas inconsistencias proceso electoral #yaku…,rt  canalrtu   atención  candidato yaku pérez manifestó tener pruebas supuestas inconsistencias proceso electoral  yaku 
Tue Feb 23 21:32:03 +0000 2021,Omar Saverio Borja,"RT @radioplatinumec: Al mediodía del martes 23 de febrero de 2021, el candidato presidencial por #Pachakutik #YakuPérez llegó al parque #El…",,1,"rt @radioplatinumec mediodía martes 23 febrero 2021, candidato presidencial #pachakutik #yakupérez llegó parque #el…",rt  radioplatinumec mediodía martes 23 febrero 2021  candidato presidencial  pachakutik  yakupérez llegó parque  el 
Tue Feb 23 21:31:04 +0000 2021,NoticieroEcuadoradio,"Al mediodía del martes 23 de febrero de 2021, el candidato presidencial por #Pachakutik #YakuPérez llegó al parque… https://t.co/N4kcsxIsiz",,0,"mediodía martes 23 febrero 2021, candidato presidencial #pachakutik #yakupérez llegó parque…",mediodía martes 23 febrero 2021  candidato presidencial  pachakutik  yakupérez llegó parque 
Tue Feb 23 21:30:54 +0000 2021,Radio Quito,"Al mediodía del martes 23 de febrero de 2021, el candidato presidencial por #Pachakutik #YakuPérez llegó al parque… https://t.co/eBA5UwH1aW",,0,"mediodía martes 23 febrero 2021, candidato presidencial #pachakutik #yakupérez llegó parque…",mediodía martes 23 febrero 2021  candidato presidencial  pachakutik  yakupérez llegó parque 
Tue Feb 23 21:30:38 +0000 2021,Radio Platinum,"Al mediodía del martes 23 de febrero de 2021, el candidato presidencial por #Pachakutik #YakuPérez llegó al parque… https://t.co/FyCiPUNuyf",,1,"mediodía martes 23 febrero 2021, candidato presidencial #pachakutik #yakupérez llegó parque…",mediodía martes 23 febrero 2021  candidato presidencial  pachakutik  yakupérez llegó parque 
Tue Feb 23 20:45:54 +0000 2021,RG.RADIO,"#YakuPérez acudirá al #CNE  con más de 16.000 actas para objetar resultados en el #CNE 
https://t.co/6zE9I9Tzfy https://t.co/Ec8tVdFFWe",,0,#yakupérez acudirá #cne 16000 actas objetar resultados #cne, yakupérez acudirá  cne 16000 actas objetar resultados  cne
Tue Feb 23 20:37:13 +0000 2021,Igm,"RT @SensacionMatina: ➡️ MARCHA INDÍGENA LLEGA A QUITO
Como lo habían anunciado los dirigentes de #Pachakutik y también el candidato preside…",,3,rt @sensacionmatina ➡️ marcha indígena llega quito anunciado dirigentes #pachakutik candidato preside…,rt  sensacionmatina    marcha indígena llega quito anunciado dirigentes  pachakutik candidato preside 
Tue Feb 23 20:21:18 +0000 2021,Michele Martinez,"RT @CanalRTU: 🔴[#ATENCIÓN] El candidato de Pachakutik Yaku Pérez presentará los recursos de apelación, ante el @TCE_Ecuador tras la proclam…",,8,"rt @canalrtu 🔴[#atención] candidato pachakutik yaku pérez presentará recursos apelación, @tce_ecuador tras proclam…",rt  canalrtu    atención  candidato pachakutik yaku pérez presentará recursos apelación   tce ecuador tras proclam 
Tue Feb 23 20:05:38 +0000 2021,Lissetee Rosales,"RT @Willanakuy_Ec: Lamentable. Uno atento al reconteo o no de votos del @cnegobec, solicitado por #YakuPérez y el Movimiento #Pachakutik, a…",,1,"rt @willanakuy_ec lamentable atento reconteo votos @cnegobec, solicitado #yakupérez movimiento #pachakutik, a…",rt  willanakuy ec lamentable atento reconteo votos  cnegobec  solicitado  yakupérez movimiento  pachakutik  a 
Tue Feb 23 20:01:58 +0000 2021,OromarTV,"#Elecciones2021 | Decenas de simpatizantes de #YakuPérez se concentran en los exteriores del #CNE, para brindar apo… https://t.co/Zsjk6qxc82",,7,"#elecciones2021 | decenas simpatizantes #yakupérez concentran exteriores #cne, brindar apo…", elecciones2021   decenas simpatizantes  yakupérez concentran exteriores  cne  brindar apo 
Tue Feb 23 20:00:02 +0000 2021,Asuntos Internacionales | Movimiento Ciudadano,"#EleccionesEcuador 
El #CNE niega petición de auditoría solicitada por la Contraloría General. 
Se mantienen las te… https://t.co/l8q3saDW6H",,0,#eleccionesecuador #cne niega petición auditoría solicitada contraloría general mantienen te…, eleccionesecuador  cne niega petición auditoría solicitada contraloría general mantienen te 
Tue Feb 23 19:47:21 +0000 2021,pedro napoleon,"RT @CanalRTU: [#ATENCIÓN] Miembros de la Policía Nacional, se encuentran resguardando los exteriores del CNE. Se observan vallas que rodean…",,4,"rt @canalrtu [#atención] miembros policía nacional, encuentran resguardando exteriores cne observan vallas rodean…",rt  canalrtu   atención  miembros policía nacional  encuentran resguardando exteriores cne observan vallas rodean 
Tue Feb 23 19:44:25 +0000 2021,Iberoamérica Social,"¿Y si Yaku Pérez ganara las elecciones en Ecuador?

Te dejamos un análisis de Andrés Kogán Valderrama… https://t.co/NiGHQJ7lse",,0,¿y si yaku pérez ganara elecciones ecuador? dejamos análisis andrés kogán valderrama…, y si yaku pérez ganara elecciones ecuador  dejamos análisis andrés kogán valderrama 
Tue Feb 23 19:41:52 +0000 2021,Sensación Matinal,"➡️ MARCHA INDÍGENA LLEGA A QUITO
Como lo habían anunciado los dirigentes de #Pachakutik y también el candidato pres… https://t.co/pbPcHFABPc",,3,➡️ marcha indígena llega quito anunciado dirigentes #pachakutik candidato pres…,   marcha indígena llega quito anunciado dirigentes  pachakutik candidato pres 
Tue Feb 23 19:40:56 +0000 2021,ni su veci ni su amigo,Si los votantes de #GuillermoLasso y #yakupérez pudieran volver en el tiempo al día anterior a #Elecciones2021Ec cu… https://t.co/PeoUpfyug8,,0,si votantes #guillermolasso #yakupérez pudieran volver tiempo día anterior #elecciones2021ec cu…,si votantes  guillermolasso  yakupérez pudieran volver tiempo día anterior  elecciones2021ec cu 
Tue Feb 23 19:31:42 +0000 2021,Julio Rojas,"RT @CanalRTU: [#ATENCIÓN] En este momento, los simpatizantes del candidato Yaku Pérez se encuentran en la avenida Eloy Alfaro y se aproxima…",,5,"rt @canalrtu [#atención] momento, simpatizantes candidato yaku pérez encuentran avenida eloy alfaro aproxima…",rt  canalrtu   atención  momento  simpatizantes candidato yaku pérez encuentran avenida eloy alfaro aproxima 
Tue Feb 23 19:13:31 +0000 2021,Quédate en Casa 🏚,"#LassoEsMoreno 
#LassoNuncaSeraPresidente 
#ArauzRabascall 
#yakuperez https://t.co/xS3yD2QkoB",,0,#lassoesmoreno #lassonuncaserapresidente #arauzrabascall #yakuperez, lassoesmoreno  lassonuncaserapresidente  arauzrabascall  yakuperez
Tue Feb 23 19:10:00 +0000 2021,ecuadorenvivo,"#VIDEO Ya en las afueras del #CNE, #YakuPérez habla sobre los caminos legales que le quedan para impugnar los resul… https://t.co/wKigvoTIQo",,14,"#video afueras #cne, #yakupérez habla caminos legales quedan impugnar resul…", video afueras  cne   yakupérez habla caminos legales quedan impugnar resul 
Tue Feb 23 18:48:51 +0000 2021,ArauzPresidente CorreaEstaPresente,"RT @ecuainm_oficial: 🔴#FRONTAL Comentario editorial de nuestro director, Francisco Herrera Aráuz: ALERTA: QUIEREN DAR UN GOLPE DE ESTADO EL…",,38,"rt @ecuainm_oficial 🔴#frontal comentario editorial director, francisco herrera aráuz alerta quieren dar golpe el…",rt  ecuainm oficial   frontal comentario editorial director  francisco herrera aráuz alerta quieren dar golpe el 
Tue Feb 23 18:47:56 +0000 2021,Canal RTU,"🔴[#ATENCIÓN] El candidato de Pachakutik Yaku Pérez presentará los recursos de apelación, ante el @TCE_Ecuador tras… https://t.co/2TNgzhMVtG",,8,"🔴[#atención] candidato pachakutik yaku pérez presentará recursos apelación, @tce_ecuador tras…",   atención  candidato pachakutik yaku pérez presentará recursos apelación   tce ecuador tras 
Tue Feb 23 18:35:50 +0000 2021,victor,"RT @manavisionec: #ACTUALIDAD
Marcha por la democracia liderada por el movimiento #Pachakutik llega al parque del Arbolito, en la ciudad de…",,1,"rt @manavisionec #actualidad marcha democracia liderada movimiento #pachakutik llega parque arbolito, ciudad de…",rt  manavisionec  actualidad marcha democracia liderada movimiento  pachakutik llega parque arbolito  ciudad de 
Tue Feb 23 18:35:15 +0000 2021,Canal RTU,"[#ATENCIÓN] Miembros de la Policía Nacional, se encuentran resguardando los exteriores del CNE. Se observan vallas… https://t.co/9OVsNaXdD5",,3,"[#atención] miembros policía nacional, encuentran resguardando exteriores cne observan vallas…",  atención  miembros policía nacional  encuentran resguardando exteriores cne observan vallas 
Tue Feb 23 18:35:09 +0000 2021,Canal RTU,"[#ATENCIÓN] Miembros de la Policía Nacional, se encuentran resguardando los exteriores del CNE. Se observan vallas… https://t.co/StFNfnim2d",,4,"[#atención] miembros policía nacional, encuentran resguardando exteriores cne observan vallas…",  atención  miembros policía nacional  encuentran resguardando exteriores cne observan vallas 
Tue Feb 23 18:32:21 +0000 2021,Canal RTU,"[#ATENCIÓN] En este momento, los simpatizantes del candidato Yaku Pérez se encuentran en la avenida Eloy Alfaro y s… https://t.co/EO2FTklrwS",,5,"[#atención] momento, simpatizantes candidato yaku pérez encuentran avenida eloy alfaro s…",  atención  momento  simpatizantes candidato yaku pérez encuentran avenida eloy alfaro s 
Tue Feb 23 18:32:17 +0000 2021,Canal RTU,"[#ATENCIÓN] En este momento, los simpatizantes del candidato Yaku Pérez se encuentran en la avenida Eloy Alfaro y s… https://t.co/EB5zkBSjKN",,5,"[#atención] momento, simpatizantes candidato yaku pérez encuentran avenida eloy alfaro s…",  atención  momento  simpatizantes candidato yaku pérez encuentran avenida eloy alfaro s 
Tue Feb 23 18:30:26 +0000 2021,Jaqui Monar,"RT @TiempoRealEC: 📌.#YakuPérez 
📍Llega a #Quito y prepara su movilización al @cnegobec 
📍Se presentará una objeción a los resultados de la…",,4,rt @tiemporealec 📌#yakupérez 📍llega #quito prepara movilización @cnegobec 📍se presentará objeción resultados la…,rt  tiemporealec   yakupérez  llega  quito prepara movilización  cnegobec  se presentará objeción resultados la 
Tue Feb 23 18:26:58 +0000 2021,Revista Vistazo,"""Al siguiente día el candidato de CREO rompe el acuerdo y deja mal herido el sistema democrático y vulnera la volun… https://t.co/XZdfPpzGUB",,18,"""al siguiente día candidato creo rompe acuerdo deja mal herido sistema democrático vulnera volun…", al siguiente día candidato creo rompe acuerdo deja mal herido sistema democrático vulnera volun 
Tue Feb 23 18:15:03 +0000 2021,José Atupaña Guanolema,"Lamentable. Uno atento al reconteo o no de votos del @cnegobec, solicitado por #YakuPérez y el Movimiento… https://t.co/Xdn4NnUyrh",,1,"lamentable atento reconteo votos @cnegobec, solicitado #yakupérez movimiento…",lamentable atento reconteo votos  cnegobec  solicitado  yakupérez movimiento 
Tue Feb 23 18:10:26 +0000 2021,Canal RTU,[#ATENCIÓN] El candidato Yaku Pérez manifestó tener pruebas de las supuestas inconsistencias en el proceso electora… https://t.co/coGNnRMFIE,,8,[#atención] candidato yaku pérez manifestó tener pruebas supuestas inconsistencias proceso electora…,  atención  candidato yaku pérez manifestó tener pruebas supuestas inconsistencias proceso electora 
Tue Feb 23 17:59:06 +0000 2021,Programas teleSUR,"▶️Candidatura de @yakuperezg en #Ecuador ha removido fragmentación dentro del movimiento indígena, que es  bastante… https://t.co/k4jKFSN7KL",,6,"▶️candidatura @yakuperezg #ecuador removido fragmentación dentro movimiento indígena, bastante…",  candidatura  yakuperezg  ecuador removido fragmentación dentro movimiento indígena  bastante 
Tue Feb 23 17:51:28 +0000 2021,ecuadorenvivo,"#AHORA: #YakuPérez, representante de #Pachakutik en las elecciones, se dirige por la calle Juan León Mera, rumbo al… https://t.co/O6s0frjMTH",,25,"#ahora #yakupérez, representante #pachakutik elecciones, dirige calle juan león mera, rumbo al…", ahora  yakupérez  representante  pachakutik elecciones  dirige calle juan león mera  rumbo al 
Tue Feb 23 17:48:05 +0000 2021,Videos teleSUR,"▶️Candidatura de @yakuperezg en #Ecuador ha removido fragmentación dentro del movimiento indígena, que es  bastante… https://t.co/NDZwW9nTYX",,5,"▶️candidatura @yakuperezg #ecuador removido fragmentación dentro movimiento indígena, bastante…",  candidatura  yakuperezg  ecuador removido fragmentación dentro movimiento indígena  bastante 
Tue Feb 23 17:34:34 +0000 2021,Intramuros Ec,"Grupo de indígenas llegaron a #Quito, desde tempranas horas, el parque de El Arbolito, fue el escenario de encuentr… https://t.co/4IWu4qEnRI",,0,"grupo indígenas llegaron #quito, tempranas horas, parque arbolito, escenario encuentr…",grupo indígenas llegaron  quito  tempranas horas  parque arbolito  escenario encuentr 
Tue Feb 23 17:32:15 +0000 2021,PrimeraPlanaECU,#YakuPerez informó que hoy presentarán un recurso de objeción ante el #CNE para que se haga el recuento del 100% de… https://t.co/WxsgBJanDz,,0,#yakuperez informó hoy presentarán recurso objeción #cne haga recuento 100% de…, yakuperez informó hoy presentarán recurso objeción  cne haga recuento 100  de 
Tue Feb 23 17:23:38 +0000 2021,Hugo Ortiz,"RT @PrimeraPlanaECU: ""No están perjudicando a #YakuPérez. Con este fraude están afectando, vulnerando a los más de 2 millones de ecuatorian…",,1,"rt @primeraplanaecu ""no perjudicando #yakupérez fraude afectando, vulnerando 2 millones ecuatorian…",rt  primeraplanaecu  no perjudicando  yakupérez fraude afectando  vulnerando 2 millones ecuatorian 
Tue Feb 23 17:23:25 +0000 2021,Hugo Ortiz,RT @PrimeraPlanaECU: #PPNacionales | Líderes de organizaciones que participan en la Marcha por la Transparencia y la Democracia anuncian vi…,,2,rt @primeraplanaecu #ppnacionales | líderes organizaciones participan marcha transparencia democracia anuncian vi…,rt  primeraplanaecu  ppnacionales   líderes organizaciones participan marcha transparencia democracia anuncian vi 
Tue Feb 23 17:16:43 +0000 2021,PrimeraPlanaECU,"""No están perjudicando a #YakuPérez. Con este fraude están afectando, vulnerando a los más de 2 millones de ecuator… https://t.co/LNG7eIs3Ul",,1,"""no perjudicando #yakupérez fraude afectando, vulnerando 2 millones ecuator…", no perjudicando  yakupérez fraude afectando  vulnerando 2 millones ecuator 
Tue Feb 23 17:12:49 +0000 2021,PrimeraPlanaECU,#YakuPerez afirmó que el fraude electoral comenzó desde antes del #7F y cuestionó que ante la denuncia de un fraude… https://t.co/OGu1b1lKCy,,0,#yakuperez afirmó fraude electoral comenzó #7f cuestionó denuncia fraude…, yakuperez afirmó fraude electoral comenzó  7f cuestionó denuncia fraude 
